date,code,weight
2021-01-01,000300.SH,0.1999999998
2021-01-01,000852.SH,0.1999999998
2021-01-01,CBA02701.CS,0.1999999998
2021-01-01,AU9999.SGE,0.1999999998
2021-01-01,NH0100.NHF,0.1999999998
2021-01-08,000300.SH,0.17077926836175222
2021-01-08,000852.SH,0.17638202712617612
2021-01-08,CBA02701.CS,0.22007367209926082
2021-01-08,AU9999.SGE,0.23276503109138127
2021-01-08,NH0100.NHF,0.2000000003214295
2021-01-15,000300.SH,0.16581049800072806
2021-01-15,000852.SH,0.17260176631957697
2021-01-15,CBA02701.CS,0.22223417718432428
2021-01-15,AU9999.SGE,0.239353556955394
2021-01-15,NH0100.NHF,0.2000000005399766
2021-01-22,000300.SH,0.1359113921570712
2021-01-22,000852.SH,0.13638045782714286
2021-01-22,CBA02701.CS,0.2345614671570666
2021-01-22,AU9999.SGE,0.2931466815233948
2021-01-22,NH0100.NHF,0.20000000033532445
2021-01-29,000300.SH,0.12813579050856114
2021-01-29,000852.SH,0.13375030101723087
2021-01-29,CBA02701.CS,0.25031063157016936
2021-01-29,AU9999.SGE,0.28780327559792324
2021-01-29,NH0100.NHF,0.20000000030611534
2021-02-05,000300.SH,0.11401660933650389
2021-02-05,000852.SH,0.11800700124623241
2021-02-05,CBA02701.CS,0.25329847222153967
2021-02-05,AU9999.SGE,0.31467791575520515
2021-02-05,NH0100.NHF,0.20000000044051888
2021-02-12,000300.SH,0.1778002109112445
2021-02-12,000852.SH,0.17533219214014711
2021-02-12,CBA02701.CS,0.21843078837057495
2021-02-12,AU9999.SGE,0.2284368070776772
2021-02-12,NH0100.NHF,0.20000000050035632
2021-02-19,000300.SH,0.17203376729699843
2021-02-19,000852.SH,0.16679928742730055
2021-02-19,CBA02701.CS,0.21522490480599651
2021-02-19,AU9999.SGE,0.23849314116948303
2021-02-19,NH0100.NHF,0.20744889830022145
2021-02-26,000300.SH,0.1457545073538113
2021-02-26,000852.SH,0.1690717667640117
2021-02-26,CBA02701.CS,0.2559323450247837
2021-02-26,AU9999.SGE,0.23147821969824867
2021-02-26,NH0100.NHF,0.1977631601591446
2021-03-05,000300.SH,0.14638182652568776
2021-03-05,000852.SH,0.1535876661333105
2021-03-05,CBA02701.CS,0.24394327130524943
2021-03-05,AU9999.SGE,0.2560872342649522
2021-03-05,NH0100.NHF,0.2000000007707998
2021-03-12,000300.SH,0.1610717458424099
2021-03-12,000852.SH,0.1620020629982652
2021-03-12,CBA02701.CS,0.22787901022557255
2021-03-12,AU9999.SGE,0.2490471791452886
2021-03-12,NH0100.NHF,0.2000000007884638
2021-03-19,000300.SH,0.12165457079734499
2021-03-19,000852.SH,0.13501486417969877
2021-03-19,CBA02701.CS,0.26175326853950565
2021-03-19,AU9999.SGE,0.281577295382844
2021-03-19,NH0100.NHF,0.20000000010060656
2021-03-26,000300.SH,0.12915166962733254
2021-03-26,000852.SH,0.12990874140572536
2021-03-26,CBA02701.CS,0.2438039209207263
2021-03-26,AU9999.SGE,0.2971356667078579
2021-03-26,NH0100.NHF,0.20000000033835785
2021-04-02,000300.SH,0.12209752118748003
2021-04-02,000852.SH,0.12479632608668537
2021-04-02,CBA02701.CS,0.2521011503371021
2021-04-02,AU9999.SGE,0.30100500100221206
2021-04-02,NH0100.NHF,0.20000000038652033
2021-04-09,000300.SH,0.17224419113986544
2021-04-09,000852.SH,0.1687239632569253
2021-04-09,CBA02701.CS,0.22351186968663292
2021-04-09,AU9999.SGE,0.23551997415343529
2021-04-09,NH0100.NHF,0.20000000076314112
2021-04-16,000300.SH,0.18099347273341143
2021-04-16,000852.SH,0.17799842906041397
2021-04-16,CBA02701.CS,0.2114580180287586
2021-04-16,AU9999.SGE,0.22955007873586603
2021-04-16,NH0100.NHF,0.20000000044155006
2021-04-23,000300.SH,0.17706331603222564
2021-04-23,000852.SH,0.18881323949186335
2021-04-23,CBA02701.CS,0.2317852632521346
2021-04-23,AU9999.SGE,0.2082735072358759
2021-04-23,NH0100.NHF,0.19406467298790045
2021-04-30,000300.SH,0.17652078249987535
2021-04-30,000852.SH,0.17496887333703137
2021-04-30,CBA02701.CS,0.21447580247079395
2021-04-30,AU9999.SGE,0.23403453995374032
2021-04-30,NH0100.NHF,0.2000000007385591
2021-05-07,000300.SH,0.16929232150871273
2021-05-07,000852.SH,0.1674664757462288
2021-05-07,CBA02701.CS,0.21701918836191278
2021-05-07,AU9999.SGE,0.24622201326903617
2021-05-07,NH0100.NHF,0.20000000011410948
2021-05-14,000300.SH,0.16331653836264892
2021-05-14,000852.SH,0.160918006567005
2021-05-14,CBA02701.CS,0.22382344937176937
2021-05-14,AU9999.SGE,0.25194200457191585
2021-05-14,NH0100.NHF,0.20000000012666083
2021-05-21,000300.SH,0.1579512794789995
2021-05-21,000852.SH,0.15631286943260397
2021-05-21,CBA02701.CS,0.2241535578747534
2021-05-21,AU9999.SGE,0.2615822919849408
2021-05-21,NH0100.NHF,0.20000000022870218
2021-05-28,000300.SH,0.17517406699125548
2021-05-28,000852.SH,0.17266619802780242
2021-05-28,CBA02701.CS,0.2165605745329204
2021-05-28,AU9999.SGE,0.23559915895412165
2021-05-28,NH0100.NHF,0.2000000004939
2021-06-04,000300.SH,0.14400329253521518
2021-06-04,000852.SH,0.1530769487130628
2021-06-04,CBA02701.CS,0.24808482861041928
2021-06-04,AU9999.SGE,0.2548349290281257
2021-06-04,NH0100.NHF,0.20000000011317695
2021-06-11,000300.SH,0.1695970065625843
2021-06-11,000852.SH,0.1692298531739382
2021-06-11,CBA02701.CS,0.22455073931469008
2021-06-11,AU9999.SGE,0.23662239986287256
2021-06-11,NH0100.NHF,0.2000000000859149
2021-06-18,000300.SH,0.17377499486918052
2021-06-18,000852.SH,0.17089702337589982
2021-06-18,CBA02701.CS,0.2274858943152379
2021-06-18,AU9999.SGE,0.22784208590293978
2021-06-18,NH0100.NHF,0.2000000005367419
2021-06-25,000300.SH,0.1449013591534749
2021-06-25,000852.SH,0.14508221076801342
2021-06-25,CBA02701.CS,0.23904409503348625
2021-06-25,AU9999.SGE,0.2709723337712329
2021-06-25,NH0100.NHF,0.20000000027379247
2021-07-02,000300.SH,0.17079844959369203
2021-07-02,000852.SH,0.16867491441611154
2021-07-02,CBA02701.CS,0.22942723060220965
2021-07-02,AU9999.SGE,0.2310994037366854
2021-07-02,NH0100.NHF,0.2000000006513015
2021-07-09,000300.SH,0.11392358918172008
2021-07-09,000852.SH,0.1131232762789868
2021-07-09,CBA02701.CS,0.2555815049525448
2021-07-09,AU9999.SGE,0.31737162807846475
2021-07-09,NH0100.NHF,0.20000000050828345
2021-07-16,000300.SH,0.16523910586483204
2021-07-16,000852.SH,0.16344168051805738
2021-07-16,CBA02701.CS,0.23040411160842916
2021-07-16,AU9999.SGE,0.24091510096084265
2021-07-16,NH0100.NHF,0.2000000000478387
2021-07-23,000300.SH,0.1697616526052524
2021-07-23,000852.SH,0.16712822795900165
2021-07-23,CBA02701.CS,0.23071979339099877
2021-07-23,AU9999.SGE,0.23239032439898563
2021-07-23,NH0100.NHF,0.2000000006457615
2021-07-30,000300.SH,0.15276998621558568
2021-07-30,000852.SH,0.16857927168498207
2021-07-30,CBA02701.CS,0.2469954469490419
2021-07-30,AU9999.SGE,0.23165529413839395
2021-07-30,NH0100.NHF,0.20000000001199653
2021-08-06,000300.SH,0.11246407881069818
2021-08-06,000852.SH,0.1252287813224966
2021-08-06,CBA02701.CS,0.27431419964046083
2021-08-06,AU9999.SGE,0.2879929390351573
2021-08-06,NH0100.NHF,0.2000000001911872
2021-08-13,000300.SH,0.14432898819171205
2021-08-13,000852.SH,0.14190630570872165
2021-08-13,CBA02701.CS,0.24087508396963472
2021-08-13,AU9999.SGE,0.2728896208935595
2021-08-13,NH0100.NHF,0.2000000002363721
2021-08-20,000300.SH,0.16112511638893326
2021-08-20,000852.SH,0.15910872837484769
2021-08-20,CBA02701.CS,0.22974240327139686
2021-08-20,AU9999.SGE,0.2500237508662802
2021-08-20,NH0100.NHF,0.2000000000985418
2021-08-27,000300.SH,0.13318755344343305
2021-08-27,000852.SH,0.13310197218855635
2021-08-27,CBA02701.CS,0.24547051809853154
2021-08-27,AU9999.SGE,0.2882399548902024
2021-08-27,NH0100.NHF,0.2000000003792767
2021-09-03,000300.SH,0.1538300855728081
2021-09-03,000852.SH,0.15465634933880104
2021-09-03,CBA02701.CS,0.22710091033716182
2021-09-03,AU9999.SGE,0.26441265343857895
2021-09-03,NH0100.NHF,0.20000000031265008
2021-09-10,000300.SH,0.17136389472087912
2021-09-10,000852.SH,0.16872239332071687
2021-09-10,CBA02701.CS,0.21783660174760497
2021-09-10,AU9999.SGE,0.2420771090959473
2021-09-10,NH0100.NHF,0.20000000011485178
2021-09-17,000300.SH,0.13472305784002397
2021-09-17,000852.SH,0.1553204616531376
2021-09-17,CBA02701.CS,0.2594409685456807
2021-09-17,AU9999.SGE,0.2505155103141834
2021-09-17,NH0100.NHF,0.20000000064697407
2021-09-24,000300.SH,0.12319157298082564
2021-09-24,000852.SH,0.12217754750883374
2021-09-24,CBA02701.CS,0.2432580403797328
2021-09-24,AU9999.SGE,0.31137283760521023
2021-09-24,NH0100.NHF,0.20000000052539738
2021-10-01,000300.SH,0.17086787412226828
2021-10-01,000852.SH,0.1682306325306286
2021-10-01,CBA02701.CS,0.22317121674817364
