date,alpha,tau,ae_error,regime_label,llm_macro,llm_sentiment,llm_risk,r_normal,r_event,edge_event_minus_normal,week_return_fused,regret_ema_norm,w_normal_broad,w_normal_satellite,w_normal_fi,w_normal_safe,w_normal_cash,w_event_broad,w_event_satellite,w_event_fi,w_event_safe,w_event_cash,w_fused_broad,w_fused_satellite,w_fused_fi,w_fused_safe,w_fused_cash
2021-01-01,0.6,19.901661658287047,11.72562026977539,bull_normal,60.5,64.3,50.75,0.009430650655586544,0.009430650655586544,0.0,0.009430650646155891,1.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1999999998,0.1999999998,0.1999999998,0.1999999998,0.1999999998
2021-01-08,0.7,19.803338027000425,11.150801658630371,bull_normal,58.5,60.5,47.25,0.007228603952611971,0.006620834325886847,-0.0006077696267251242,0.0068031652071012215,1.0,0.2,0.2,0.2,0.2,0.2,0.17038091199715727,0.17636464023010873,0.22055741717515898,0.23269703001049027,0.20000000058708478,0.1792666382187435,0.1834552479776209,0.2143901918082211,0.22288792078445527,0.20000000021095937
2021-01-15,0.7999999999999999,19.70400420427322,18.64406967163086,bull_normal,58.1,59.6,49.599999999999994,0.0013282724158093218,0.0014014234745753156,7.315105876599384e-05,0.0013867932614353234,1.0,0.2,0.2,0.2,0.2,0.2,0.16962264549759254,0.17597454089948752,0.2200297882655256,0.2343730246198898,0.20000000071750446,0.17569811622237594,0.1807796325388104,0.21602383039639667,0.22749841946841345,0.2000000003740036
2021-01-22,0.8999999999999999,19.604684650897976,17.28256607055664,bull_normal,58.220000000000006,58.120000000000005,50.25,-0.005061269393529692,-0.005128482880962391,-6.721348743269923e-05,-0.005121761527097359,1.0,0.2,0.2,0.2,0.2,0.2,0.14882766353506194,0.14924698705815406,0.22970061280874632,0.27222473613452247,0.20000000046351524,0.15394489702761083,0.15432228819801636,0.22673055130114111,0.26500226225606793,0.2000000002171637
2021-01-29,0.9999999999999999,19.505165439844127,20.938508987426758,event_stress,53.5,52.5,47.25,-0.008315541471694176,-0.007434384983923305,0.0008811564877708707,-0.007434384976488922,0.9620284888041136,0.2,0.2,0.2,0.2,0.2,0.14804137080703214,0.15252672564033215,0.2373479655613808,0.2620839375918957,0.20000000039935908,0.14804137065899078,0.15252672548780544,0.23734796532403288,0.2620839373298117,0.20000000019935912
2021-02-05,1.0,19.406372398138043,9.665470123291016,bull_normal,56.0,52.5,49.75,-0.0006457806150114041,-0.0008609824855231678,-0.00021520187051176374,-0.0008609824846621853,0.9473374653599742,0.1,0.05,0.5,0.2,0.15,0.13714251796352708,0.14044704445174397,0.24111800161959868,0.2812924354461436,0.20000000051898678,0.13714251782638456,0.14044704431129693,0.24111800137848066,0.28129243516485114,0.20000000031898676
2021-02-12,1.0,19.307540363073347,10.595335960388184,bull_normal,57.5,59.5,39.0,0.00649456144526117,0.005924218488387139,-0.0005703429568740311,0.0059242184824629205,1.0,0.2,0.2,0.2,0.2,0.2,0.18414111351449433,0.18235346929083238,0.21325191753568432,0.22025349895341576,0.20000000070557317,0.1841411133303532,0.18235346910847888,0.21325191732243237,0.22025349873316225,0.20000000050557315
2021-02-19,1.0,19.208522665500638,12.112592697143555,bull_normal,57.529999999999994,59.470000000000006,41.045,0.0024153225865924076,0.0015786164670484816,-0.000836706119543926,0.0015786164654698644,1.0,0.2,0.2,0.2,0.2,0.2,0.1798691774566133,0.17603561118590902,0.21115337372738924,0.22713697191701226,0.20580486571307618,0.1798691772767441,0.1760356110098734,0.21115337351623584,0.22713697168987526,0.2058048655072713
2021-02-26,1.0,19.10926696062088,14.848400115966797,bull_normal,55.879999999999995,56.42999999999999,43.125,-0.01160866118949813,-0.009966383569406257,0.001642277620091873,-0.009966383559439877,1.0,0.2,0.2,0.2,0.2,0.2,0.160449607903778,0.17790724719368814,0.23885189616815472,0.22317608443547235,0.1996151642989067,0.1604496077433284,0.17790724701578092,0.23885189592930287,0.2231760842122963,0.19961516409929156
2021-03-05,1.0,19.010292679071426,11.65086555480957,bull_normal,58.0,57.3,40.75,-0.00498521502670325,-0.004871878211395894,0.00011333681530735582,-0.0048718782065240145,1.0,0.2,0.2,0.2,0.2,0.2,0.16106907444211752,0.16652524569748112,0.23182804169109325,0.24057763733117585,0.20000000083813244,0.16106907428104839,0.16652524553095582,0.23182804145926514,0.24057763709059815,0.20000000063813236
