date,regime_label,ae_error,llm_macro,llm_sentiment,llm_risk,v1_w_n_broad,v1_w_n_sat,v1_w_n_fi,v1_w_n_safe,v1_w_n_cash,v1_w_e_broad,v1_w_e_sat,v1_w_e_fi,v1_w_e_safe,v1_w_e_cash,v2_w_n_broad,v2_w_n_sat,v2_w_n_fi,v2_w_n_safe,v2_w_n_cash,v2_w_e_broad,v2_w_e_sat,v2_w_e_fi,v2_w_e_safe,v2_w_e_cash,v1_r_n,v1_r_e,v1_edge,v2_r_n,v2_r_e,v2_edge
2023-03-17,bull_normal,13.704490661621094,53.92,62.02,41.2,0.2,0.2,0.2,0.2,0.2,0.20198829528541526,0.13090151878122916,0.2791780514915897,0.2030874578820502,0.18484467655971576,0.2,0.2,0.2,0.2,0.2,0.18430944620175227,0.18669208458806527,0.3535366848699934,0.1254617843401891,0.15,0.0030845496689026987,0.0035448213253372173,0.00046027165643451867,0.0030845496689026987,0.002398765168169017,-0.0006857845007336816
2023-03-24,event_stress,25.89826774597168,54.5,57.0,47.25,0.1,0.05,0.5,0.2,0.15,0.05,0.0,0.45,0.35,0.15,0.1,0.05,0.5,0.2,0.15,0.2,0.09999999999999999,0.3,0.2,0.2,-0.001505376231647486,-0.0003061656928104754,0.0011992105388370106,-0.001505376231647486,-0.0005251124102197903,0.0009802638214276957
2023-03-31,bull_normal,18.596681594848636,55.870000000000005,58.4,49.25,0.2,0.2,0.2,0.2,0.2,0.2003325131960871,0.11532723395027404,0.2896073991602061,0.20265462965852507,0.19207822403490765,0.2,0.2,0.2,0.2,0.2,0.2880252889259522,0.29113227292489985,0.17723435988783837,0.13770834636019463,0.10589973190111508,0.001300754285494837,0.0012845554915731524,-1.6198793921684725e-05,0.001300754285494837,0.0017686845034597738,0.00046793021796493676
2023-04-07,event_stress,26.276390075683597,53.1,58.3,32.3,0.1,0.05,0.5,0.2,0.15,0.05,0.0,0.45,0.35,0.15,0.1,0.05,0.5,0.2,0.15,0.05588946866970651,0.05737866797415818,0.49644896267006927,0.20000000000000007,0.19028290068606607,0.005367999938911599,0.006327466964004888,0.0009594670250932897,0.005367999938911599,0.0051615472594138834,-0.00020645267949771524
2023-04-14,event_stress,21.052520751953125,53.9,56.45,35.2,0.1,0.05,0.5,0.2,0.15,0.05,0.0,0.45,0.35,0.15,0.1,0.05,0.5,0.2,0.15,0.09431523181208105,0.09652346881523487,0.3573619172776817,0.25179938209500247,0.2,0.000911077621165987,0.001870492647376893,0.0009594150262109061,0.000911077621165987,0.00037378290815334074,-0.0005372947130126462
2023-04-21,bull_normal,16.506359100341797,57.3,59.0,40.75,0.2,0.2,0.2,0.2,0.2,0.20233062672697824,0.13286600574964136,0.27777368384605416,0.2030040758299594,0.18402560784736688,0.2,0.2,0.2,0.2,0.2,0.15680699812352017,0.1573996534076419,0.4622087922581333,0.1127108019182139,0.1108737542924906,-0.008170413383538511,-0.007337670042572725,0.0008327433409657864,-0.008170413383538511,-0.003927861944805883,0.004242551438732628
2023-04-28,bull_normal,12.456377029418944,58.5,57.0,52.25,0.2,0.2,0.2,0.2,0.2,0.19665561885401592,0.12566248898890817,0.28466126185307916,0.20895619846397093,0.18406443184002586,0.2,0.2,0.2,0.2,0.2,0.15234921918057961,0.156723117034876,0.3070807417240473,0.27604772773259817,0.10779919432789889,0.003393891041489446,0.004010347099188868,0.0006164560576994221,0.003393891041489446,0.0034966726973024824,0.0001027816558130364
2023-05-05,bull_normal,11.968704223632812,59.1,57.5,51.75,0.2,0.2,0.2,0.2,0.2,0.1996009439136473,0.12343030014285594,0.2849807583992929,0.20476000775263398,0.18722798979157002,0.2,0.2,0.2,0.2,0.2,0.1671925854799112,0.16911374521842631,0.28649938375008455,0.22719428555157797,0.15,0.011136943789360669,0.012288397759392704,0.0011514539700320358,0.011136943789360669,0.012376845154872577,0.0012399013655119088
2023-05-12,bull_normal,6.253450870513916,55.8,53.0,40.75,0.2,0.2,0.2,0.2,0.2,0.19975806641852198,0.12236381688223667,0.2848047991912767,0.20508631822814527,0.1879869992798195,0.2,0.2,0.2,0.2,0.2,0.18512366083936638,0.1879080151307587,0.29733293152743123,0.17963539250244376,0.15,-0.00403547476458545,-0.0028341796471784333,0.001201295117407017,-0.00403547476458545,-0.002981616292202243,0.0010538584723832072
2023-05-19,bull_normal,10.01243782043457,56.15,54.1,39.95,0.2,0.2,0.2,0.2,0.2,0.20065473740042372,0.12555832229956437,0.2832780073488914,0.20371922408637713,0.18678970886474353,0.2,0.2,0.2,0.2,0.2,0.26471461568519006,0.2688570251964765,0.13890460121047027,0.17752375790786323,0.15000000000000002,-0.003592625212402523,-0.003636616345768314,-4.39911333657908e-05,-0.003592625212402523,-0.0026550709634882634,0.0009375542489142596
2023-05-26,bull_normal,9.253732681274414,55.71,53.31,41.55,0.2,0.2,0.2,0.2,0.2,0.20017996420075193,0.1211640173500292,0.28608665100671077,0.20372942281759251,0.18883994462491563,0.2,0.2,0.2,0.2,0.2,0.21246867234900835,0.21273149975145106,0.19566570574246375,0.22913412215707685,0.15,-0.004215586849600542,-0.0028500127817641923,0.0013655740678363499,-0.004215586849600542,-0.004686159580029763,-0.0004705727304292204
2023-06-02,bull_normal,6.827239990234375,54.6,61.5,38.2,0.2,0.2,0.2,0.2,0.2,0.20312737879536868,0.13825863914642372,0.27534905296375173,0.2017277922075641,0.18153713688689174,0.2,0.2,0.2,0.2,0.2,0.20667311919981715,0.202729339355489,0.2812712798541231,0.1593262615905708,0.15000000000000002,0.0017427906422791046,0.0019342977220220023,0.00019150707974289766,0.0017427906422791046,0.0019382214472567917,0.00019543080497768706
2023-06-09,bull_normal,6.339134693145752,55.49,62.17999999999999,39.5,0.2,0.2,0.2,0.2,0.2,0.2033699964519867,0.1383392587936423,0.27512025980692645,0.20150511768080037,0.181665367266644,0.2,0.2,0.2,0.2,0.2,0.24229308203285965,0.24227141520716627,0.19031914400595168,0.17511635875402246,0.15,0.0027324087422172854,0.003338207175747667,0.0006057984335303816,0.0027324087422172854,0.001961624054305351,-0.0007707846879119345
2023-06-16,bull_normal,11.832173347473145,53.5,59.0,37.75,0.2,0.2,0.2,0.2,0.2,0.20176592548134847,0.13285751093526238,0.27896056700861377,0.20286528742224205,0.18355070915253316,0.2,0.2,0.2,0.2,0.2,0.18154853477409014,0.1870121020703221,0.1848114252985862,0.29662793785700164,0.15,0.006647402743862364,0.004197428880887119,-0.0024499738629752453,0.006647402743862364,0.004943039715767836,-0.001704363028094528
2023-06-23,bull_normal,15.946859359741213,54.05,59.7,37.75,0.2,0.2,0.2,0.2,0.2,0.2000397063111236,0.1398937344363698,0.2760277617033944,0.20550032224369177,0.17853847530542055,0.2,0.2,0.2,0.2,0.2,0.18160642188295,0.19406980999461698,0.174323768122433,0.3,0.15,0.0031129585674533567,0.0009996809504265963,-0.0021132776170267606,0.0031129585674533567,0.0015732408416121806,-0.0015397177258411761
2023-06-30,bull_normal,8.697490692138672,54.41,59.81,39.75,0.2,0.2,0.2,0.2,0.2,0.20030812737779913,0.13591986138585094,0.27766937679977277,0.20517658251972132,0.18092605191685593,0.2,0.2,0.2,0.2,0.2,0.1880881443430202,0.1895503274003362,0.2857961709776358,0.18656535727900786,0.15,-0.0018645385197560464,-0.0014350329454823978,0.00042950557427364855,-0.0018645385197560464,-0.0010748615905756902,0.0007896769291803561
2023-07-07,event_stress,20.677927017211918,61.3,60.0,51.3,0.1,0.05,0.5,0.2,0.15,0.05,0.0,0.45,0.35,0.15,0.1,0.05,0.5,0.2,0.15,0.1387665807828789,0.1,0.3003261255797757,0.320235169067723,0.14067212456962236,0.006105577275823954,0.0058032913780797475,-0.00030228589774420646,0.006105577275823954,0.004457214884547486,-0.0016483623912764683
2023-07-14,bull_normal,14.18533992767334,60.74,59.25,52.075,0.2,0.2,0.2,0.2,0.2,0.19704896990643503,0.13430035188356632,0.28058653707374515,0.20852145764431498,0.17954268349193858,0.2,0.2,0.2,0.2,0.2,0.10446678440180848,0.11346256207729453,0.447533745114713,0.18453690840618397,0.15,0.004942996047219227,0.0037467669396127126,-0.001196229107606514,0.004942996047219227,0.0014786625070367428,-0.003464333540182484
2023-07-21,event_stress,26.029634475708008,60.96,59.77,52.9,0.1,0.05,0.5,0.2,0.15,0.05,0.0,0.45,0.35,0.15,0.1,0.05,0.5,0.2,0.15,0.16346425377278836,0.1,0.3365357462272118,0.2,0.2,0.006725270148096737,0.008321013590996074,0.0015957434428993363,0.006725270148096737,0.005091417747069357,-0.0016338524010273804
2023-07-28,bull_normal,13.90383529663086,59.7,61.6,48.2,0.2,0.2,0.2,0.2,0.2,0.20131881379489328,0.13463190819882478,0.2787704195216275,0.20305720710943126,0.18222165137522323,0.2,0.2,0.2,0.2,0.2,0.1765069068661459,0.17908318469168014,0.2511337737644969,0.24327613467767703,0.15,0.005731225971180668,0.0032386341559258475,-0.002492591815254821,0.005731225971180668,0.0031892981901544813,-0.002541927781026187
