date,regime_label,ae_error,llm_macro,llm_sentiment,llm_risk,v1_e_broad,v1_e_sat,v1_e_fi,v1_e_safe,v1_e_cash,v2_e_broad,v2_e_sat,v2_e_fi,v2_e_safe,v2_e_cash,v3_e_broad,v3_e_sat,v3_e_fi,v3_e_safe,v3_e_cash,v1_r_n,v1_r_e,v1_edge,v2_r_n,v2_r_e,v2_edge,v3_r_n,v3_r_e,v3_edge
2023-03-17,bull_normal,13.704490661621094,53.92,62.02,41.2,0.20198829528541526,0.13090151878122916,0.2791780514915897,0.2030874578820502,0.18484467655971576,0.18430944620175227,0.18669208458806527,0.3535366848699934,0.1254617843401891,0.15,0.2225440503442238,0.22365245702020997,0.3041724122862641,0.09963108034930207,0.15,0.0030845496689026987,0.0035448213253372173,0.00046027165643451867,0.0030845496689026987,0.002398765168169017,-0.0006857845007336816,0.0030845496689026987,0.0016899722693110258,-0.0013945773995916728
2023-03-24,event_stress,25.89826774597168,54.5,57.0,47.25,0.05,0.0,0.45,0.35,0.15,0.2,0.09999999999999999,0.3,0.2,0.2,0.2315204314967903,0.22851823093120044,0.19592591719086494,0.19403542038114438,0.15,-0.001505376231647486,-0.0003061656928104754,0.0011992105388370106,-0.001505376231647486,-0.0005251124102197903,0.0009802638214276957,-0.001505376231647486,0.0020433179041802916,0.0035486941358277777
2023-03-31,bull_normal,18.596681594848636,55.870000000000005,58.4,49.25,0.2003325131960871,0.11532723395027404,0.2896073991602061,0.20265462965852507,0.19207822403490765,0.2880252889259522,0.29113227292489985,0.17723435988783837,0.13770834636019463,0.10589973190111508,0.3084378366189095,0.303476331918636,0.1436511407920146,0.14890818727004987,0.09552650340039008,0.001300754285494837,0.0012845554915731524,-1.6198793921684725e-05,0.001300754285494837,0.0017686845034597738,0.00046793021796493676,0.001300754285494837,0.0017809756946092147,0.00048022140911437765
2023-04-07,event_stress,26.276390075683597,53.1,58.3,32.3,0.05,0.0,0.45,0.35,0.15,0.05588946866970651,0.05737866797415818,0.49644896267006927,0.20000000000000007,0.19028290068606607,0.28070690420105954,0.2811893431624591,0.2716680032286542,0.07177041428380387,0.09466533512402345,0.005367999938911599,0.006327466964004888,0.0009594670250932897,0.005367999938911599,0.0051615472594138834,-0.00020645267949771524,0.005367999938911599,0.006455669487310969,0.0010876695483993705
2023-04-14,event_stress,21.052520751953125,53.9,56.45,35.2,0.05,0.0,0.45,0.35,0.15,0.09431523181208105,0.09652346881523487,0.3573619172776817,0.25179938209500247,0.2,0.2514352707110281,0.25189470642391104,0.18483486919063202,0.17828770967361657,0.13354744400081212,0.000911077621165987,0.001870492647376893,0.0009594150262109061,0.000911077621165987,0.00037378290815334074,-0.0005372947130126462,0.000911077621165987,-0.0011533850186824937,-0.0020644626398484806
2023-04-21,bull_normal,16.506359100341797,57.3,59.0,40.75,0.20233062672697824,0.13286600574964136,0.27777368384605416,0.2030040758299594,0.18402560784736688,0.15680699812352017,0.1573996534076419,0.4622087922581333,0.1127108019182139,0.1108737542924906,0.21518524345322695,0.21433864408440492,0.4157754095612015,0.08302281493184521,0.07167788796932147,-0.008170413383538511,-0.007337670042572725,0.0008327433409657864,-0.008170413383538511,-0.003927861944805883,0.004242551438732628,-0.008170413383538511,-0.0035450653937675594,0.004625347989770952
2023-04-28,bull_normal,12.456377029418944,58.5,57.0,52.25,0.19665561885401592,0.12566248898890817,0.28466126185307916,0.20895619846397093,0.18406443184002586,0.15234921918057961,0.156723117034876,0.3070807417240473,0.27604772773259817,0.10779919432789889,0.1755495680382551,0.17742434177748356,0.2986939112448497,0.2654745618385817,0.08285761710082995,0.003393891041489446,0.004010347099188868,0.0006164560576994221,0.003393891041489446,0.0034966726973024824,0.0001027816558130364,0.003393891041489446,0.0031696516592562064,-0.00022423938223323963
2023-05-05,bull_normal,11.968704223632812,59.1,57.5,51.75,0.1996009439136473,0.12343030014285594,0.2849807583992929,0.20476000775263398,0.18722798979157002,0.1671925854799112,0.16911374521842631,0.28649938375008455,0.22719428555157797,0.15,0.20668072789899203,0.20741583281564893,0.22070346924890794,0.21519997003645114,0.15,0.011136943789360669,0.012288397759392704,0.0011514539700320358,0.011136943789360669,0.012376845154872577,0.0012399013655119088,0.011136943789360669,0.01135500892693266,0.00021806513757199192
2023-05-12,bull_normal,6.253450870513916,55.8,53.0,40.75,0.19975806641852198,0.12236381688223667,0.2848047991912767,0.20508631822814527,0.1879869992798195,0.18512366083936638,0.1879080151307587,0.29733293152743123,0.17963539250244376,0.15,0.22287937146900771,0.22337305930900977,0.2550175524431245,0.148730016778858,0.15,-0.00403547476458545,-0.0028341796471784333,0.001201295117407017,-0.00403547476458545,-0.002981616292202243,0.0010538584723832072,-0.00403547476458545,-0.003599219030739335,0.00043625573384611536
2023-05-19,bull_normal,10.01243782043457,56.15,54.1,39.95,0.20065473740042372,0.12555832229956437,0.2832780073488914,0.20371922408637713,0.18678970886474353,0.26471461568519006,0.2688570251964765,0.13890460121047027,0.17752375790786323,0.15000000000000002,0.2825022367857243,0.2838150835964608,0.12629840008336052,0.1573842795344545,0.15,-0.003592625212402523,-0.003636616345768314,-4.39911333657908e-05,-0.003592625212402523,-0.0026550709634882634,0.0009375542489142596,-0.003592625212402523,-0.0024487495869695707,0.0011438756254329523
2023-05-26,bull_normal,9.253732681274414,55.71,53.31,41.55,0.20017996420075193,0.1211640173500292,0.28608665100671077,0.20372942281759251,0.18883994462491563,0.21246867234900835,0.21273149975145106,0.19566570574246375,0.22913412215707685,0.15,0.23269786701105613,0.23504886405058498,0.1771270801105064,0.20512618882785247,0.15,-0.004215586849600542,-0.0028500127817641923,0.0013655740678363499,-0.004215586849600542,-0.004686159580029763,-0.0004705727304292204,-0.004215586849600542,-0.005142417371491239,-0.0009268305218906965
2023-06-02,bull_normal,6.827239990234375,54.6,61.5,38.2,0.20312737879536868,0.13825863914642372,0.27534905296375173,0.2017277922075641,0.18153713688689174,0.20667311919981715,0.202729339355489,0.2812712798541231,0.1593262615905708,0.15000000000000002,0.26970021038742975,0.26797086678634935,0.2049917352567873,0.10733718756943372,0.15,0.0017427906422791046,0.0019342977220220023,0.00019150707974289766,0.0017427906422791046,0.0019382214472567917,0.00019543080497768706,0.0017427906422791046,0.0015238262956353563,-0.0002189643466437483
2023-06-09,bull_normal,6.339134693145752,55.49,62.17999999999999,39.5,0.2033699964519867,0.1383392587936423,0.27512025980692645,0.20150511768080037,0.181665367266644,0.24229308203285965,0.24227141520716627,0.19031914400595168,0.17511635875402246,0.15,0.27757658631079674,0.2739576671838556,0.14573470861866786,0.15401489043475866,0.1487161474519211,0.0027324087422172854,0.003338207175747667,0.0006057984335303816,0.0027324087422172854,0.001961624054305351,-0.0007707846879119345,0.0027324087422172854,0.0014439097589280573,-0.0012884989832892282
2023-06-16,bull_normal,11.832173347473145,53.5,59.0,37.75,0.20176592548134847,0.13285751093526238,0.27896056700861377,0.20286528742224205,0.18355070915253316,0.18154853477409014,0.1870121020703221,0.1848114252985862,0.29662793785700164,0.15,0.20113659102418144,0.2050297150662014,0.17840725306841665,0.28499472910774803,0.1304317117334525,0.006647402743862364,0.004197428880887119,-0.0024499738629752453,0.006647402743862364,0.004943039715767836,-0.001704363028094528,0.006647402743862364,0.005335736815997025,-0.0013116659278653393
2023-06-23,bull_normal,15.946859359741213,54.05,59.7,37.75,0.2000397063111236,0.1398937344363698,0.2760277617033944,0.20550032224369177,0.17853847530542055,0.18160642188295,0.19406980999461698,0.174323768122433,0.3,0.15,0.2025226521162476,0.20834268375740247,0.13913466412634995,0.3,0.15,0.0031129585674533567,0.0009996809504265963,-0.0021132776170267606,0.0031129585674533567,0.0015732408416121806,-0.0015397177258411761,0.0031129585674533567,0.0022320433860880174,-0.0008809151813653393
2023-06-30,bull_normal,8.697490692138672,54.41,59.81,39.75,0.20030812737779913,0.13591986138585094,0.27766937679977277,0.20517658251972132,0.18092605191685593,0.1880881443430202,0.1895503274003362,0.2857961709776358,0.18656535727900786,0.15,0.22035413618484154,0.21903862468104174,0.2538879376326045,0.1567193015015123,0.15,-0.0018645385197560464,-0.0014350329454823978,0.00042950557427364855,-0.0018645385197560464,-0.0010748615905756902,0.0007896769291803561,-0.0018645385197560464,-0.0010870820170910344,0.000777456502665012
2023-07-07,event_stress,20.677927017211918,61.3,60.0,51.3,0.05,0.0,0.45,0.35,0.15,0.1387665807828789,0.1,0.3003261255797757,0.320235169067723,0.14067212456962236,0.19214192478610342,0.1902238057466002,0.23617629269827092,0.25333592307092545,0.12812205369810004,0.006105577275823954,0.0058032913780797475,-0.00030228589774420646,0.006105577275823954,0.004457214884547486,-0.0016483623912764683,0.006105577275823954,0.003690322130416145,-0.002415255145407809
2023-07-14,bull_normal,14.18533992767334,60.74,59.25,52.075,0.19704896990643503,0.13430035188356632,0.28058653707374515,0.20852145764431498,0.17954268349193858,0.10446678440180848,0.11346256207729453,0.447533745114713,0.18453690840618397,0.15,0.11997745180675948,0.12697453965701808,0.4575801468472745,0.1611630900347226,0.13430477165422527,0.004942996047219227,0.0037467669396127126,-0.001196229107606514,0.004942996047219227,0.0014786625070367428,-0.003464333540182484,0.004942996047219227,0.0016380808238907725,-0.003304915223328454
2023-07-21,event_stress,26.029634475708008,60.96,59.77,52.9,0.05,0.0,0.45,0.35,0.15,0.16346425377278836,0.1,0.3365357462272118,0.2,0.2,0.18060720695093274,0.18311161001942966,0.33363390930667436,0.1526472737229633,0.15,0.006725270148096737,0.008321013590996074,0.0015957434428993363,0.006725270148096737,0.005091417747069357,-0.0016338524010273804,0.006725270148096737,0.0034778449825674596,-0.0032474251655292777
2023-07-28,bull_normal,13.90383529663086,59.7,61.6,48.2,0.20131881379489328,0.13463190819882478,0.2787704195216275,0.20305720710943126,0.18222165137522323,0.1765069068661459,0.17908318469168014,0.2511337737644969,0.24327613467767703,0.15,0.18714699078101588,0.1886170565327986,0.23575331720789777,0.2384826354782878,0.15,0.005731225971180668,0.0032386341559258475,-0.002492591815254821,0.005731225971180668,0.0031892981901544813,-0.002541927781026187,0.005731225971180668,0.00388129416848028,-0.0018499318027003883
2023-08-04,bull_normal,9.890667915344238,54.5,62.0,35.3,0.20087973825138442,0.15123701850027654,0.27000412404099405,0.20500441468225225,0.17287470452509263,0.1695560772199212,0.17054646296710915,0.29621448377414966,0.21368297603882003,0.15,0.20148844905894134,0.20135729453282472,0.31161244105304653,0.17387106439065855,0.11167075096452872,0.0005521467731199304,0.0003777973148138879,-0.0001743494583060425,0.0005521467731199304,0.0003113371365410634,-0.00024080963657886696,0.0005521467731199304,0.0007034572043850984,0.00015131043126516799
2023-08-11,bull_normal,11.27982234954834,62.5,65.2,52.25,0.19269237900850084,0.15061990182917753,0.2758583291874192,0.2133516252208675,0.167477764754035,0.15233947265815606,0.16351653706757832,0.23414399027426577,0.3,0.15,0.1673035824520258,0.17044032089918093,0.2250460800507073,0.2872100165980859,0.15,-0.005741895121486953,-0.004909285319635394,0.0008326098018515589,-0.005741895121486953,-0.004569245770173744,0.001172649351313209,-0.005741895121486953,-0.004917961901310372,0.0008239332201765807
2023-08-18,bull_normal,15.11018180847168,61.3,63.8,55.75,0.2028117745444672,0.13768272975665763,0.2758314654146564,0.20203969287791695,0.18163433740630172,0.21297625716436394,0.22156099977942306,0.1827745213078917,0.2326882217483213,0.15,0.24760247058680382,0.24289206349482373,0.12475632257137496,0.2347491433469974,0.14999999999999997,0.00035481333046462164,0.001759386246135063,0.0014045729156704414,0.00035481333046462164,-0.0009722440364119712,-0.0013270573668765929,0.00035481333046462164,-0.002345737157234228,-0.0027005504876988495
2023-08-25,bull_normal,9.49932098388672,58.7,59.6,49.25,0.20144033465742178,0.12187929067742453,0.2857773706179294,0.2016675333746215,0.18923547067260274,0.23279491903707203,0.23238758415237157,0.15903100200025602,0.23534520472900286,0.14044129008129755,0.26203904427563657,0.2640055246716959,0.1300712291765096,0.21797611114300658,0.12590809073315132,-0.002732829239407701,-0.0025754721366498313,0.00015735710275786982,-0.002732829239407701,-0.0031527071439761546,-0.0004198779045684535,-0.002732829239407701,-0.003572693988679761,-0.0008398647492720598
2023-09-01,bull_normal,12.980344772338867,59.4,61.1,48.75,0.20266047230835055,0.12722090874336553,0.2825110537146961,0.20047503995514382,0.18713252527844412,0.21714412452460546,0.18947969499140105,0.18762389231082002,0.25575228817317347,0.15,0.2634256033158303,0.25859410915819075,0.11851752261550448,0.22438886344486464,0.13507390146561,0.0032952738817810107,0.0018202214851188179,-0.0014750523966621928,0.0032952738817810107,0.0038160625826699837,0.0005207887008889731,0.0032952738817810107,0.005501331987512679,0.0022060581057316685
2023-09-08,bull_normal,14.60873317718506,54.5,56.5,52.25,0.19905352051112815,0.1152541992657454,0.29029637878539155,0.2041511596287519,0.19124474180898293,0.19351745897704156,0.17397094622716808,0.1920685812079392,0.29044301358785124,0.15,0.2015811408977369,0.19116203654186525,0.172668768059286,0.2845880545011119,0.15,-0.005527941467880762,-0.0063003348620487435,-0.0007723933941679818,-0.005527941467880762,-0.004300941331126147,0.0012270001367546144,-0.005527941467880762,-0.004191887469817076,0.0013360539980636858
2023-09-15,bull_normal,8.589619636535645,55.45,58.08,51.27499999999999,0.20004508415437344,0.11487476448399468,0.29026370386345896,0.20271579716638283,0.1921006503317901,0.24219655598733472,0.24071569531461934,0.13371860110329264,0.2333691475947534,0.15,0.25742114983285114,0.2564058811918927,0.10427326312636064,0.23189970584889547,0.15,-0.0010257945577699847,-0.00045591007809261675,0.000569884479677368,-0.0010257945577699847,-0.0013198532169724656,-0.00029405865920248083,-0.0010257945577699847,-0.0014986971830603364,-0.0004729026252903517
2023-09-22,bull_normal,7.492888450622559,56.5,59.9,52.25,0.20044055704982713,0.11962358388895883,0.2871095846880468,0.2030028232258709,0.18982345114729632,0.1960779114265246,0.19828758833998927,0.2535208956712168,0.2021136045622694,0.15,0.21749895303739192,0.21632471470627246,0.2198806028880905,0.1962957293682452,0.15,-0.002873442863815972,-0.00383493733430788,-0.0009614944704919083,-0.002873442863815972,-0.002745709389070681,0.00012773347474529092,-0.002873442863815972,-0.002278164972786351,0.0005952778910296207
2023-09-29,event_stress,29.78413200378418,68.5,68.8,47.0,0.05,0.0,0.45,0.35,0.15,0.2,0.1,0.3000000000000001,0.2,0.1999999999999999,0.32297195942219525,0.31443155539279144,0.0961632127373161,0.11643327244769726,0.15,-0.006215543710268346,-0.011309657499986643,-0.005094113789718297,-0.006215543710268346,-0.005347020844205854,0.0008685228660624926,-0.006215543710268346,-0.0015804696038870655,0.004635074106381281
2023-10-06,event_stress,29.78413200378418,68.44,67.78,48.075,0.05,0.0,0.45,0.35,0.15,0.2,0.1,0.3000000000000001,0.2,0.1999999999999999,0.3204320935761039,0.3120272804189266,0.09962377128608893,0.11791685471888051,0.14999999999999997,-0.006215543710268346,-0.011309657499986643,-0.005094113789718297,-0.006215543710268346,-0.005347020844205854,0.0008685228660624926,-0.006215543710268346,-0.0016475716488874483,0.004567972061380898
2023-10-13,event_stress,25.333967208862305,62.0,62.5,53.75,0.05,0.0,0.45,0.35,0.15,0.1005823244168723,0.07162374916259415,0.4277939264205337,0.2,0.19999999999999998,0.2892873811797973,0.2890294323721249,0.18189476389838904,0.08978842254968877,0.15,-0.007426369583358331,-0.008049368579901857,-0.0006229989965435261,-0.007426369583358331,-0.007681546375688647,-0.00025517679233031613,-0.007426369583358331,-0.0056262128805514835,0.0018001567028068472
2023-10-20,event_stress,39.02693176269531,63.6,59.15,52.95,0.05,0.0,0.45,0.35,0.15,0.1176433574005618,0.1,0.38395107496550557,0.2415979446966002,0.15680762293733239,0.2209857250001167,0.22187876048324906,0.16536338467472986,0.24177212984190447,0.15,-0.0011034751551828592,0.005982558473847082,0.007086033629029941,-0.0011034751551828592,4.4161139518500946e-05,0.0011476362947013602,-0.0011034751551828592,-0.002154271703025995,-0.001050796547843136
2023-10-27,event_stress,20.376544952392575,63.91,58.760000000000005,53.5,0.05,0.0,0.45,0.35,0.15,0.04769363346989193,0.052306366530108145,0.3,0.4,0.2,0.17178193715717002,0.1773166161929384,0.2009014466498916,0.29999999999999993,0.15,0.005354734292628451,0.0037345574976476643,-0.0016201767949807866,0.005354734292628451,0.0025401790179334282,-0.0028145552746950226,0.005354734292628451,0.0037618130779447723,-0.0015929212146836786
2023-11-03,bull_normal,15.29140853881836,68.3,65.5,42.7,0.20896869350700162,0.18021120010460787,0.2528846709576144,0.19560453555043156,0.16233089988034466,0.13786551286971027,0.1526529595220547,0.29153140604843514,0.2679501215597999,0.15,0.22999545872228228,0.22970697200631024,0.2057076539030065,0.184589915368401,0.15,0.004655068826742407,0.004839485642222723,0.00018441681548031583,0.004655068826742407,0.004783194095575695,0.00012812526883328786,0.004655068826742407,0.004435408290714563,-0.0002196605360278445
2023-11-10,bull_normal,13.94404125213623,53.5,54.0,45.25,0.19954435577721427,0.11280535733069925,0.2911865259056434,0.20353010718296355,0.19293365380347946,0.21571691984746683,0.21381457686367586,0.23321824062177854,0.22640421679090106,0.11084604587617776,0.24832000263981024,0.24678624156300796,0.20410279693569425,0.21073169958561017,0.0900592592758774,-0.003420512280698256,-0.0035369996056620096,-0.00011648732496375358,-0.003420512280698256,-0.003432911005447699,-1.2398724749443021e-05,-0.003420512280698256,-0.0031238641294363666,0.00029664815126188935
2023-11-17,bull_normal,13.34683322906494,66.6,63.3,42.25,0.2089701029283362,0.15748119773208094,0.2619008382285002,0.19658676879930673,0.17506109231177605,0.19972581879756102,0.20490834572355615,0.35364265883610363,0.09172317664277924,0.15,0.2912802165235935,0.2873583901685121,0.2644349600815749,0.0700212190595861,0.08690521416673333,2.5452217588471356e-07,0.0005202992810356354,0.0005200447588597508,2.5452217588471356e-07,0.0010319853020634836,0.001031730779887599,2.5452217588471356e-07,4.872591218980709e-05,4.847139001392238e-05
2023-11-24,event_stress,24.723976135253903,67.32000000000001,62.65,41.75,0.05,0.0,0.45,0.35,0.15,0.13089243390278651,0.10000000000000003,0.30000000000000004,0.32386659002779294,0.1452409760694205,0.3502528655872018,0.34842150723115495,0.07381695469581037,0.1239917987156752,0.10351687377015766,-0.012263217510949203,-0.013328982588518317,-0.001065765077569114,-0.012263217510949203,-0.011329134116097268,0.0009340833948519346,-0.012263217510949203,-0.0064163301322245755,0.0058468873787246274
2023-12-01,bull_normal,13.764066696166992,67.56,62.760000000000005,40.85,0.21060451365645946,0.16435725224408884,0.2590988387520203,0.19369235274026655,0.17224704260716486,0.3522343826890414,0.3636585059986695,0.06493917271814349,0.06916793859414565,0.15000000000000002,0.4048677051526926,0.36634207634577787,0.03044370043155726,0.04834651806997233,0.15,-0.002584828752615666,-0.0020045439512565467,0.0005802848013591192,-0.002584828752615666,-0.0063622999637194,-0.0037774712111037344,-0.002584828752615666,-0.007120019633408777,-0.004535190880793111
2023-12-08,bull_normal,16.414527893066406,61.4,60.0,51.75,0.20177804105479039,0.12595170410615783,0.28181499041120683,0.2030416038183985,0.18741366060944648,0.20137710907748424,0.19986632030094809,0.30098881042032355,0.1477677602012442,0.15,0.23847876834928095,0.23832519115799564,0.23468013889817965,0.13851590159454386,0.15,-0.0046113716780700476,-0.004030647646243576,0.0005807240318264715,-0.0046113716780700476,-0.004979605363501205,-0.0003682336854311571,-0.0046113716780700476,-0.00569022512850555,-0.0010788534504355025
2023-12-15,bull_normal,10.380340576171877,61.5,62.3,45.3,0.20441462290966006,0.1384664259780883,0.2747767876655476,0.20005966762251384,0.18228249582419018,0.1945553621609603,0.1950055578857598,0.24290918172479023,0.21752989822848967,0.15,0.2424273941894068,0.24126882971701802,0.17393231602359505,0.1967641723268172,0.14560728774316298,-0.001320599392738681,-1.4305888669996361e-05,0.0013062935040686846,-0.001320599392738681,-0.0006206466581619992,0.0006999527345766818,-0.001320599392738681,-0.001966264043806011,-0.00064566465106733
2023-12-22,bull_normal,12.588353157043455,62.5,61.7,46.8,0.20368838832733172,0.1412507792486313,0.27418165486952123,0.20066658866632175,0.180212588888194,0.14869700925734927,0.1497356547003634,0.2515673360422874,0.3,0.15,0.16996320664216427,0.17032343642636724,0.2097133569314686,0.3,0.15,0.00022606185142761965,0.0008570009027799709,0.0006309390513523513,0.00022606185142761965,0.0013739449820225186,0.001147883130594899,0.00022606185142761965,0.0011424295092734374,0.0009163676578458177
2023-12-29,bull_normal,14.713910102844238,63.95,64.15,45.95,0.20608553808415694,0.1507180256131449,0.26835278936718754,0.19820634741945817,0.1766372995160526,0.1728564845250232,0.21547699196339543,0.16166652351158134,0.3,0.15,0.21791182725478722,0.23739872157606992,0.09468945116914289,0.3,0.15,0.010320328015096589,0.011134034446325273,0.0008137064312286838,0.010320328015096589,0.00945047517971951,-0.0008698528353770791,0.010320328015096589,0.009118609910795696,-0.0012017181043008935
2024-01-05,bull_normal,14.005855560302734,65.31,65.51,44.8,0.20367126563249263,0.16792447279571873,0.26150631670692753,0.2014142068032135,0.1654837380616476,0.15233110322983034,0.1750574089180844,0.22261148785208526,0.3,0.15,0.22090520315086898,0.22745874337632707,0.16672305475575716,0.2790597069352564,0.10585329178179043,-0.008248687414423675,-0.006954997958342235,0.0012936894560814406,-0.008248687414423675,-0.006503995852410502,0.0017446915620131734,-0.008248687414423675,-0.00744112519747953,0.0008075622169441453
2024-01-12,event_stress,26.170467376708984,64.8,60.0,54.25,0.05,0.0,0.45,0.35,0.15,0.09309659829173167,0.0971047907634803,0.3,0.38383600663907724,0.1259626043057108,0.16539350157991412,0.16821474699005703,0.21639175143002887,0.3,0.15,-0.007280294519724049,-0.007203344431136371,7.69500885876781e-05,-0.007280294519724049,-0.006992978841120514,0.00028731567860353514,-0.007280294519724049,-0.007298737817463324,-1.8443297739275007e-05
2024-01-19,event_stress,28.35306930541992,65.5,61.2,53.39999999999999,0.05,0.0,0.45,0.35,0.15,0.09071458740211157,0.1,0.32108808738619354,0.34224920821613486,0.14594811699556018,0.2168809492247034,0.22107450573162615,0.1949517891796489,0.21709275586402157,0.15000000000000002,-0.0009155266739251355,-0.0010433850706786472,-0.00012785839675351167,-0.0009155266739251355,-0.0017356196152222719,-0.0008200929412971364,-0.0009155266739251355,-0.0029710925131928904,-0.0020555658392677548
