date,NAV,alpha,tau,regret_ema_norm,week_return,max_drawdown,w_fused
2015-01-02,0.9947667268368181,0.0,20.0,1.0,-0.0052332731631818535,0.005233273163181895,[0.2 0.2 0.2 0.2 0.2]
2015-01-09,0.9959809036204924,0.0,20.0,1.0,0.0012205643302277515,0.004019096379507592,[0.2 0.2 0.2 0.2 0.2]
2015-01-16,0.9927919197384312,0.0,20.0,1.0,-0.0032018524355927973,0.007208080261568828,[0.2 0.2 0.2 0.2 0.2]
2015-01-23,0.9918568362945394,0.0,20.0,1.0,-0.0009418725367327311,0.008143163705460643,[0.2 0.2 0.2 0.2 0.2]
2015-01-30,0.9907041179654711,0.0,20.0,1.0,-0.001162182168723812,0.009295882034528913,[0.2 0.2 0.2 0.2 0.2]
2015-02-06,0.9886213022600777,0.0,20.0,0.9744823420051058,-0.002102358986526277,0.011378697739922283,[0.2 0.2 0.2 0.2 0.2]
2015-02-13,0.9927211237516225,0.0,20.0,1.0,0.004147009054096099,0.0072788762483775304,[0.2 0.2 0.2 0.2 0.2]
2015-02-20,0.9938015586881973,0.0,20.0,0.9740369641039038,0.0010883569521436417,0.006198441311802694,[0.2 0.2 0.2 0.2 0.2]
2015-02-27,0.9960819645798848,0.0,20.0,0.9257083134563067,0.002294629014969226,0.003918035420115151,[0.2 0.2 0.2 0.2 0.2]
2015-03-06,0.9926906522921534,0.0,20.0,0.818509978955046,-0.0034046518342111345,0.007309347707846636,[0.2 0.2 0.2 0.2 0.2]
2015-03-13,0.9913684172095732,0.0,20.0,0.8138687957188621,-0.001331970921179754,0.00863158279042675,[0.2 0.2 0.2 0.2 0.2]
2015-03-20,0.9961670188396481,0.0,20.0,0.9001102458495787,0.004840381786199725,0.0038329811603519115,[0.2 0.2 0.2 0.2 0.2]
2015-03-27,0.9978301787305937,0.0,20.0,0.896309575018042,0.0016695592802126189,0.002169821269406347,[0.2 0.2 0.2 0.2 0.2]
2015-04-03,1.006219958947654,0.0,20.0,0.8557209605603627,0.008408024126644098,0.0,[0.2 0.2 0.2 0.2 0.2]
2015-04-10,1.0032370715736099,0.0,20.0,0.7719760963527302,-0.00296444862529226,0.002964448625292316,[0.2 0.2 0.2 0.2 0.2]
2015-04-17,1.0004091759911178,0.0,20.0,1.0,-0.0028187710189540556,0.005774863542374271,[0.2 0.2 0.2 0.2 0.2]
2015-04-24,0.9988924888164166,0.0,20.0,0.9355115725156017,-0.0015160668365507943,0.007282175299822839,[0.2 0.2 0.2 0.2 0.2]
2015-05-01,1.00160875164032,0.0,20.0,0.9393446114955293,0.002719274450768925,0.004582703082292739,[0.2 0.2 0.2 0.2 0.2]
2015-05-08,0.994823402802416,0.0,20.0,0.8791703279979417,-0.006774450429663107,0.011326108217090944,[0.2 0.2 0.2 0.2 0.2]
2015-05-15,0.9958090096232665,0.0,20.0,0.8547734114392924,0.0009907354592525322,0.010346593934864562,[0.2 0.2 0.2 0.2 0.2]
2015-05-22,0.9923442429900213,0.0,20.0,0.8433984594785436,-0.003479348549533619,0.013789943077798206,[0.2 0.2 0.2 0.2 0.2]
2015-05-29,0.9992611636580591,0.0,20.0,0.8291273347027585,0.0069702834645327914,0.006915779425477367,[0.2 0.2 0.2 0.2 0.2]
2015-06-05,1.0005911746227862,0.0,20.0,0.8517564380496538,0.0013309943517252768,0.005593989937105302,[0.2 0.2 0.2 0.2 0.2]
2015-06-12,0.9986199640886664,0.0,20.0,0.7643001154195384,-0.0019700458929822495,0.007553015413186529,[0.2 0.2 0.2 0.2 0.2]
2015-06-19,1.0035942758581282,0.0,20.0,0.8716104492058735,0.004981185985002104,0.0026094524027050277,[0.2 0.2 0.2 0.2 0.2]
2015-06-26,1.0090656076124895,0.0,20.0,0.8050225454249549,0.005451736708724305,0.0,[0.2 0.2 0.2 0.2 0.2]
2015-07-03,1.0131179171443114,0.0,20.0,0.7774706724528148,0.004015902931633817,0.0,[0.2 0.2 0.2 0.2 0.2]
2015-07-10,1.0038784200275637,0.0,20.0,0.8333585654360108,-0.009119863502948584,0.009119863502948654,[0.2 0.2 0.2 0.2 0.2]
2015-07-17,0.9964006537961441,0.0,20.0,0.8579238353038554,-0.007448876360161516,0.016500807127455146,[0.2 0.2 0.2 0.2 0.2]
2015-07-24,0.9914765826185468,0.0,20.0,0.8458717301409171,-0.004941858637724966,0.021361121108947886,[0.2 0.2 0.2 0.2 0.2]
2015-07-31,0.9899891384567295,0.0,20.0,0.9913663428348028,-0.0015002312590064854,0.022829305746339266,[0.2 0.2 0.2 0.2 0.2]
2015-08-07,0.9861209689851025,0.0,20.0,1.0,-0.003907284758353023,0.026647389906305864,[0.2 0.2 0.2 0.2 0.2]
2015-08-14,0.9827036041013923,0.0,20.0,1.0,-0.0034654621402354377,0.030020506525684887,[0.2 0.2 0.2 0.2 0.2]
2015-08-21,0.9855352210787878,0.0,20.0,0.969332672315181,0.0028814557772835663,0.02722555351036665,[0.2 0.2 0.2 0.2 0.2]
2015-08-28,0.9820616691732883,0.0,20.0,0.9388811103731302,-0.0035245335034269436,0.03065412963829697,[0.2 0.2 0.2 0.2 0.2]
2015-09-04,0.9824437728769333,0.0,20.0,0.870517479568677,0.0003890832069299522,0.03027697343843226,[0.2 0.2 0.2 0.2 0.2]
2015-09-11,0.9806099761911453,0.0,20.0,0.8415723661356219,-0.0018665665521172535,0.03208702600463001,[0.2 0.2 0.2 0.2 0.2]
2015-09-18,0.9796199477214474,0.0,20.0,0.8318576497310795,-0.001009604729439229,0.033064235520861324,[0.2 0.2 0.2 0.2 0.2]
2015-09-25,0.9826068926875854,0.0,20.0,0.8062146792971593,0.0030490854877807507,0.03011596571377186,[0.2 0.2 0.2 0.2 0.2]
2015-10-02,0.9804300988827727,0.0,20.0,0.7478176521175491,-0.0022153251936375623,0.03226457424983298,[0.2 0.2 0.2 0.2 0.2]
2015-10-09,0.9878141192470201,0.0,20.0,0.7482342105373834,0.0075314092995123335,0.024976162664870696,[0.2 0.2 0.2 0.2 0.2]
2015-10-16,0.9862860309882242,0.0,20.0,0.6822627095264995,-0.001546939073882362,0.026484465136811134,[0.2 0.2 0.2 0.2 0.2]
2015-10-23,0.9922006639377571,0.0,20.0,0.6888892469666796,0.005996873892258794,0.02064641524208168,[0.2 0.2 0.2 0.2 0.2]
2015-10-30,0.9866225212621865,0.0,20.0,0.7751443470365883,-0.005621990468573719,0.026152331760954165,[0.2 0.2 0.2 0.2 0.2]
2015-11-06,0.9873212507963152,0.0,20.0,0.691358685766928,0.0007082035115464095,0.025462649422596004,[0.2 0.2 0.2 0.2 0.2]
2015-11-13,0.9916711874587689,0.0,20.0,0.7200653748965633,0.004405796653262827,0.02116903602494237,[0.2 0.2 0.2 0.2 0.2]
2015-11-20,0.9934244741292986,0.0,20.0,0.7298539151715473,0.001768012111980944,0.019438451025052463,[0.2 0.2 0.2 0.2 0.2]
2015-11-27,0.9966905663044611,0.0,20.0,0.7717596727189991,0.0032877106012765395,0.016214648425283355,[0.2 0.2 0.2 0.2 0.2]
2015-12-04,0.9987220562501538,0.0,20.0,0.7239768696433511,0.0020382353504408914,0.014209462344457864,[0.2 0.2 0.2 0.2 0.2]
2015-12-11,0.9997141451099211,0.0,20.0,0.7304426489429413,0.0009933583158183213,0.013230219116222667,[0.2 0.2 0.2 0.2 0.2]
2015-12-18,1.0047955436245102,0.0,20.0,0.6738635434170165,0.005082851472538122,0.008214614882401482,[0.2 0.2 0.2 0.2 0.2]
2015-12-25,1.0093527376094111,0.0,20.0,0.7473907357697014,0.004535444065030529,0.0037164277436858074,[0.2 0.2 0.2 0.2 0.2]
2016-01-01,1.0130149361500942,0.0,20.0,0.681653922465985,0.0036282643363674057,0.00010164758955947861,[0.2 0.2 0.2 0.2 0.2]
2016-01-08,1.0087245793431532,0.0,20.0,0.7507426990323813,-0.004235235487490642,0.0043364525755716634,[0.2 0.2 0.2 0.2 0.2]
2016-01-15,1.0064417447233234,0.0,20.0,0.6587371285785144,-0.0022630901105991676,0.006589728903231986,[0.2 0.2 0.2 0.2 0.2]
2016-01-22,0.9987720154532862,0.0,20.0,0.6756490384942175,-0.007620639058593129,0.014160150016359606,[0.2 0.2 0.2 0.2 0.2]
2016-01-29,0.996418828957628,0.0,20.0,0.7003925356458496,-0.002356079725151556,0.016482867299152458,[0.2 0.2 0.2 0.2 0.2]
2016-02-05,0.9939567202463555,0.0,20.0,0.7062736333657357,-0.0024709576331953865,0.0189130964655781,[0.2 0.2 0.2 0.2 0.2]
2016-02-12,0.9872868009385987,0.0,20.0,0.635931081721778,-0.006710472570781296,0.025496653221298533,[0.2 0.2 0.2 0.2 0.2]
2016-02-19,0.9878528686138226,0.0,20.0,0.683388196819557,0.0005733568753131177,0.02493791502740742,[0.2 0.2 0.2 0.2 0.2]
2016-02-26,0.9847627992443163,0.0,20.0,0.7045713127382185,-0.0031280664030893185,0.027987973976336393,[0.2 0.2 0.2 0.2 0.2]
2016-03-04,0.9874625011043119,0.0,20.0,0.6604519091955698,0.0027414742535635415,0.02532322803283827,[0.2 0.2 0.2 0.2 0.2]
2016-03-11,0.9898591607984095,0.0,20.0,0.7973656898931465,0.002427089323814816,0.022957600445426597,[0.2 0.2 0.2 0.2 0.2]
2016-03-18,0.9866213258886497,0.0,20.0,0.8844647695967196,-0.003271005652105371,0.02615351165671614,[0.2 0.2 0.2 0.2 0.2]
2016-03-25,0.9874763425581966,0.0,20.0,0.8978324116307103,0.000866610772655681,0.02530956579900498,[0.2 0.2 0.2 0.2 0.2]
2016-04-01,0.9870956511035037,0.0,20.0,0.8675283315450376,-0.0003855195697212095,0.025685328035809498,[0.2 0.2 0.2 0.2 0.2]
2016-04-08,0.984600589008488,0.0,20.0,0.8166286709799357,-0.0025276801617213325,0.02814808390340739,[0.2 0.2 0.2 0.2 0.2]
2016-04-15,0.98778691023673,0.0,20.0,0.7462790086026138,0.0032361561264662993,0.025003019371113506,[0.2 0.2 0.2 0.2 0.2]
2016-04-22,0.9963908460043279,0.0,20.0,0.8006567335725483,0.008710315634306104,0.0165104879273405,[0.2 0.2 0.2 0.2 0.2]
2016-04-29,0.9930367209677293,0.0,20.0,0.9019654776541601,-0.0033662744394422697,0.019821183533290213,[0.2 0.2 0.2 0.2 0.2]
2016-05-06,0.9959569074502271,0.0,20.0,0.9108167163871564,0.0029406631404849297,0.016938807816622426,[0.2 0.2 0.2 0.2 0.2]
2016-05-13,0.9907113143113295,0.0,20.0,0.9626020850111469,-0.005266887653128396,0.022116480672002805,[0.2 0.2 0.2 0.2 0.2]
2016-05-20,0.9888129520047312,0.0,20.0,0.9906309864803559,-0.0019161609231423005,0.023990262859124006,[0.2 0.2 0.2 0.2 0.2]
2016-05-27,0.9929034384037271,0.0,20.0,0.943099406130264,0.004136764582930151,0.019952740345924553,[0.2 0.2 0.2 0.2 0.2]
2016-06-03,0.9852569008909663,0.0,20.0,1.0,-0.00770118947825786,0.02750026999016792,[0.2 0.2 0.2 0.2 0.2]
2016-06-10,0.9899682919670943,0.0,20.0,0.8701675834587109,0.0047818909686068965,0.022849882314261334,[0.2 0.2 0.2 0.2 0.2]
2016-06-17,0.9832721083430065,0.0,20.0,0.804191302815783,-0.006764038483275434,0.029459363314224774,[0.2 0.2 0.2 0.2 0.2]
2016-06-24,0.9831062011956929,0.0,20.0,0.9044891531725504,-0.00016872963842448906,0.029623122284929006,[0.2 0.2 0.2 0.2 0.2]
2016-07-01,0.9802284464907784,0.0,20.0,0.8568506728298608,-0.002927206339879089,0.03246361563344863,[0.2 0.2 0.2 0.2 0.2]
2016-07-08,0.9814480719201671,0.0,20.0,0.8045806091111878,0.0012442257044823896,0.03125978199399779,[0.2 0.2 0.2 0.2 0.2]
2016-07-15,0.9818386204123449,0.0,20.0,0.7649111133322417,0.00039793087719211214,0.03087429034927529,[0.2 0.2 0.2 0.2 0.2]
2016-07-22,0.9836063841322589,0.0,20.0,0.9235137688008317,0.001800462604711374,0.029129415749784685,[0.2 0.2 0.2 0.2 0.2]
2016-07-29,0.9813255325324044,0.0,20.0,0.7910221307661871,-0.0023188662016123563,0.031380734733742185,[0.2 0.2 0.2 0.2 0.2]
2016-08-05,0.9748113350424487,0.0,20.0,0.7683105542594867,-0.0066381616232334675,0.03781058596795725,[0.2 0.2 0.2 0.2 0.2]
2016-08-12,0.9770953689519937,0.0,20.0,0.8730188148052979,0.0023430522681043785,0.0355561258790635,[0.2 0.2 0.2 0.2 0.2]
2016-08-19,0.9780405617223328,0.0,20.0,0.8973691484745889,0.0009673495549906378,0.03462317152661918,[0.2 0.2 0.2 0.2 0.2]
2016-08-26,0.9783613552895889,0.0,20.0,0.8357949777442277,0.0003279961791065081,0.034306531615481944,[0.2 0.2 0.2 0.2 0.2]
