date,NAV,alpha,tau,regret_ema_norm,week_return,max_drawdown
2015-01-02,0.9992003400484188,0.20027297735214233,0.5999268293380737,1.0,-0.000799659951581166,0.0007996599515811553
2015-01-09,1.0023460373373483,0.0,0.6998294591903687,1.0,0.0031482147902162894,0.0
2015-01-16,0.993786748296238,0.0,0.7997127771377563,1.0,-0.00853925562857251,0.008539255628572459
2015-01-23,1.0006925215665237,0.0,0.8996165990829468,1.0,0.006948948838495655,0.0016496456405584766
2015-01-30,1.0012502245269355,0.0,0.9995360970497131,1.0,0.000557317006365528,0.0010932480097629361
2015-02-06,1.0006718102170815,0.0,1.0,0.921405075040941,-0.00057769206506508,0.0016703085141277346
2015-02-13,1.0134417810122773,0.0,1.0,1.0,0.012761397557932133,0.0
2015-02-20,1.0219016805931813,0.0,1.0,0.9604583921854477,0.008347691736622396,0.0
2015-02-27,1.0203764861871005,0.0,1.0,0.9967407982154203,-0.0014925060160340929,0.001492506016034205
2015-03-06,1.0219585017657544,0.0,1.0,1.0,0.0015504233977064478,0.0
2015-03-13,1.019298677497638,0.0,1.0,1.0,-0.0026026734583846764,0.002602673458384771
2015-03-20,1.011440708927551,0.0,1.0,0.9902050005210102,-0.007709191372030632,0.010291800322645811
2015-03-27,1.010822843190852,0.0,1.0,1.0,-0.0006108768722136264,0.010896390172068785
2015-04-03,1.0186876037887245,0.0,1.0,0.8713284040736746,0.007780552893962964,0.003200617218192762
2015-04-10,1.0084092424408662,0.0,1.0,0.8288230248700713,-0.010089807031744313,0.013258130639823104
2015-04-17,1.009902916497153,0.0,1.0,0.8473408701035089,0.0014812181338910249,0.011796550689457251
2015-04-24,1.0107685317429882,0.0,1.0,0.733045197894826,0.0008571271868762191,0.01094953464688834
2015-05-01,1.0194447698197697,0.0,1.0,0.706789847361695,0.008583803120403865,0.002459720176153373
2015-05-08,1.0168189197972641,0.0,1.0,0.7998954834238998,-0.002575764867546349,0.005029149382885948
2015-05-15,1.020684490125486,0.0,1.0,1.0,0.003801631001311797,0.0012466373517782462
2015-05-22,1.0262633159805374,0.0,1.0,0.9593366511669538,0.00546576920588418,0.0
2015-05-29,1.0245593623727298,0.0,1.0,0.9927070573608375,-0.0016603473799310356,0.0016603473799310317
2015-06-05,1.0201565728234852,0.0,1.0,0.9533609549007994,-0.00429725178543912,0.00595046423462738
2015-06-12,1.0274293737721054,0.0,1.0,0.9986972810383391,0.007129102671456904,0.0
2015-06-19,1.029413092929936,0.0,1.0,1.0,0.0019307596302680665,0.0
2015-06-26,1.0303134403019105,0.0,1.0,1.0,0.0008746220328436328,0.0
2015-07-03,1.0353606431973956,0.0,1.0,0.9266469776949622,0.004898706255842096,0.0
2015-07-10,1.028778691975985,0.0,1.0,0.872792582184877,-0.006357158024748081,0.006357158024748119
2015-07-17,1.0319483308731168,0.0,1.0,0.7395216302613961,0.0030809725374890437,0.0032957717165498666
2015-07-24,1.0335440595687924,0.0,1.0,0.7193675787834051,0.0015463261560059146,0.0017545418985536274
2015-07-31,1.0340140539694864,0.0,1.0,0.7651863163022246,0.0004547405563823246,0.001300599203530347
2015-08-07,1.0363750277412864,0.0,1.0,0.7410157319371937,0.002283309170447241,0.0
2015-08-14,1.0388586739667893,0.0,1.0,0.7283470816271469,0.0023964744026261186,0.0
2015-08-21,1.0397772547847484,0.0,1.0,0.7240647027625371,0.0008842211563307657,0.0
2015-08-28,1.0405959218508838,0.0,1.0,0.6602368392558373,0.0007873485040841123,0.0
2015-09-04,1.034662991560384,0.0,1.0,0.7027037681546282,-0.0057014737093596755,0.005701473709359757
2015-09-11,1.0351519899614283,0.0,1.0,0.6856118321779758,0.00047261611271806554,0.0052315522049831515
2015-09-18,1.0370177051041392,0.0,1.0,0.7474627756489195,0.0018023586495548858,0.003438622688795611
2015-09-25,1.0372193293272398,0.0,1.0,0.8359655914520506,0.00019442698240199652,0.00324486426742679
2015-10-02,1.0357383530577882,0.0,1.0,0.8192267168921811,-0.0014278332726523982,0.0046680644149129265
2015-10-09,1.0348976074377878,0.0,1.0,0.8099089963376307,-0.0008117355290728786,0.0054760107102481475
2015-10-16,1.0277710679097611,0.0,1.0,0.7873698071188836,-0.006886226692194889,0.012324528351323326
2015-10-23,1.0245389172992085,0.0,1.0,0.8400846750754177,-0.003144815719638836,0.015430585700465774
2015-10-30,1.0237300256792858,0.0,1.0,0.7701058063248204,-0.0007895177101275313,0.016207920689905234
2015-11-06,1.0231593695721326,0.0,1.0,0.8099035202182203,-0.0005574283188328581,0.01675631425475625
2015-11-13,1.0149794759663817,0.0,1.0,0.796208474526031,-0.007994740456876709,0.024617092328152405
2015-11-20,1.0095774840535163,0.0,1.0,0.7150947216896051,-0.005322267140152779,0.029808340726720978
2015-11-27,1.0117308619209937,0.0,1.0,0.7956146270432825,0.0021329495769174573,0.027738970837545153
2015-12-04,1.0293563407171322,0.0,1.0,0.7907853978859204,0.017421114111980805,0.010801100501873948
2015-12-11,1.0327695531159105,0.0,1.0,0.6962720109617452,0.003315870572478712,0.007521044980699859
2015-12-18,1.0399764568884091,0.0,1.0,0.7025184673158956,0.006978230284534529,0.0005952982800209726
2015-12-25,1.0450025542867791,0.0,1.0,0.7045389043116486,0.004832895365158739,0.0
2016-01-01,1.0450480632973638,0.0,1.0,0.6839575621426828,4.35491859785158e-05,0.0
2016-01-08,1.0425576342762417,0.0,1.0,0.7283396373199793,-0.0023830760599318685,0.002383076059931824
2016-01-15,1.0454807968158393,0.0,1.0,0.6593116654716056,0.0028038378344683373,0.0
2016-01-22,1.0439736540097482,0.0,1.0,0.5547231244810521,-0.0014415786599632535,0.0014415786599632607
2016-01-29,1.043682599335896,0.0,1.0,0.5580213038133923,-0.00027879503734047547,0.0017199717923274342
2016-02-05,1.0377511321180235,0.0,1.0,0.5088031886036913,-0.005683209839511263,0.007393406671224924
2016-02-12,1.0388463042796117,0.0,1.0,0.5787757975122335,0.0010553321771405106,0.006345876994043221
2016-02-19,1.0360308166382965,0.0,1.0,0.651937096737326,-0.002710206148605881,0.009038884507801567
