date,code,weight
2015-01-02,000300.SH,0.17787776620161044
2015-01-02,000852.SH,0.12390159667711814
2015-01-02,CBA02701.CS,0.27802993660161235
2015-01-02,AU9999.SGE,0.22534122631394723
2015-01-02,NH0100.NHF,0.19484947320571194
2015-01-09,000300.SH,0.17999999981999998
2015-01-09,000852.SH,0.11999999987999999
2015-01-09,CBA02701.CS,0.27999999972
2015-01-09,AU9999.SGE,0.21999999977999998
2015-01-09,NH0100.NHF,0.1999999998
2015-01-16,000300.SH,0.179549729188596
2015-01-16,000852.SH,0.12160792575198184
2015-01-16,CBA02701.CS,0.27897991885619705
2015-01-16,AU9999.SGE,0.22152839680126513
2015-01-16,NH0100.NHF,0.19833402840195993
2015-01-23,000300.SH,0.17906214595494407
2015-01-23,000852.SH,0.12257545085998185
2015-01-23,CBA02701.CS,0.27849041796176777
2015-01-23,AU9999.SGE,0.22277125975654907
2015-01-23,NH0100.NHF,0.19710072446675708
2015-01-30,000300.SH,0.17999999981999998
2015-01-30,000852.SH,0.11999999987999999
2015-01-30,CBA02701.CS,0.27999999972
2015-01-30,AU9999.SGE,0.21999999977999998
2015-01-30,NH0100.NHF,0.1999999998
2015-02-06,000300.SH,0.17999999981999998
2015-02-06,000852.SH,0.11999999987999999
2015-02-06,CBA02701.CS,0.27999999972
2015-02-06,AU9999.SGE,0.21999999977999998
2015-02-06,NH0100.NHF,0.1999999998
2015-02-13,000300.SH,0.17999999981999998
2015-02-13,000852.SH,0.11999999987999999
2015-02-13,CBA02701.CS,0.27999999972
2015-02-13,AU9999.SGE,0.21999999977999998
2015-02-13,NH0100.NHF,0.1999999998
2015-02-20,000300.SH,0.17899688780290685
2015-02-20,000852.SH,0.12395963148286293
2015-02-20,CBA02701.CS,0.2777036508267183
2015-02-20,AU9999.SGE,0.22329458268785665
2015-02-20,NH0100.NHF,0.19604524619965535
2015-02-27,000300.SH,0.17999999981999998
2015-02-27,000852.SH,0.11999999987999999
2015-02-27,CBA02701.CS,0.27999999972
2015-02-27,AU9999.SGE,0.21999999977999998
2015-02-27,NH0100.NHF,0.1999999998
2015-03-06,000300.SH,0.17999999981999998
2015-03-06,000852.SH,0.11999999987999999
2015-03-06,CBA02701.CS,0.27999999972
2015-03-06,AU9999.SGE,0.21999999977999998
2015-03-06,NH0100.NHF,0.1999999998
2015-03-13,000300.SH,0.17999999981999998
