date,code,weight
2015-01-02,000300.SH,0.1750208519637097
2015-01-02,000852.SH,0.17091991575258633
2015-01-02,CBA02701.CS,0.26510238358313487
2015-01-02,AU9999.SGE,0.20399770449358656
2015-01-02,NH0100.NHF,0.18495914320698245
2015-01-09,000300.SH,0.17539579888241352
2015-01-09,000852.SH,0.22667888343571363
2015-01-09,CBA02701.CS,0.14191513734660482
2015-01-09,AU9999.SGE,0.28147064579987063
2015-01-09,NH0100.NHF,0.17453953353539736
2015-01-16,000300.SH,0.18601807140332516
2015-01-16,000852.SH,0.2050711619881902
2015-01-16,CBA02701.CS,0.15535485535783553
2015-01-16,AU9999.SGE,0.16622711115535035
2015-01-16,NH0100.NHF,0.28732879909529874
2015-01-23,000300.SH,0.15558378490371688
2015-01-23,000852.SH,0.17173139761421147
2015-01-23,CBA02701.CS,0.18792640732120214
2015-01-23,AU9999.SGE,0.2675014027379447
2015-01-23,NH0100.NHF,0.21725700642292464
2015-01-30,000300.SH,0.20134223222690126
2015-01-30,000852.SH,0.19192364616651825
2015-01-30,CBA02701.CS,0.17826056849412356
2015-01-30,AU9999.SGE,0.21974364914056888
2015-01-30,NH0100.NHF,0.208729902971888
2015-02-06,000300.SH,0.1722243799395054
2015-02-06,000852.SH,0.20412444846516115
2015-02-06,CBA02701.CS,0.18064093799647601
2015-02-06,AU9999.SGE,0.19575580863755698
2015-02-06,NH0100.NHF,0.24725442396130043
2015-02-13,000300.SH,0.17588971617215204
2015-02-13,000852.SH,0.1657542738448119
2015-02-13,CBA02701.CS,0.21056963401464138
2015-02-13,AU9999.SGE,0.2462439574066932
2015-02-13,NH0100.NHF,0.20154241756170152
2015-02-20,000300.SH,0.16376555979306903
2015-02-20,000852.SH,0.29443209824877464
2015-02-20,CBA02701.CS,0.202892664390486
2015-02-20,AU9999.SGE,0.1594810914926492
2015-02-20,NH0100.NHF,0.179428585075021
2015-02-27,000300.SH,0.19482077914405482
2015-02-27,000852.SH,0.17223675778334202
2015-02-27,CBA02701.CS,0.20773110506666054
2015-02-27,AU9999.SGE,0.21357192545297166
2015-02-27,NH0100.NHF,0.21163943155297088
2015-03-06,000300.SH,0.18916533689742013
2015-03-06,000852.SH,0.1728268464318101
2015-03-06,CBA02701.CS,0.1525810262645705
2015-03-06,AU9999.SGE,0.20058422434157283
2015-03-06,NH0100.NHF,0.2848425650646264
2015-03-13,000300.SH,0.20308091201391099
2015-03-13,000852.SH,0.2425036962541213
2015-03-13,CBA02701.CS,0.20189746527287392
2015-03-13,AU9999.SGE,0.18696903424472106
2015-03-13,NH0100.NHF,0.16554889121437263
2015-03-20,000300.SH,0.23162895407370962
2015-03-20,000852.SH,0.231370356963631
2015-03-20,CBA02701.CS,0.15927625828664577
2015-03-20,AU9999.SGE,0.1909095848289652
2015-03-20,NH0100.NHF,0.18681484484704838
2015-03-27,000300.SH,0.20758809936602968
2015-03-27,000852.SH,0.16996291375581354
2015-03-27,CBA02701.CS,0.18985971874055724
2015-03-27,AU9999.SGE,0.193596386952316
2015-03-27,NH0100.NHF,0.23899288018528345
2015-04-03,000300.SH,0.33410512797101977
2015-04-03,000852.SH,0.16570119666781716
2015-04-03,CBA02701.CS,0.14165751741561486
2015-04-03,AU9999.SGE,0.1432363096864983
2015-04-03,NH0100.NHF,0.2152998472590499
2015-04-10,000300.SH,0.22918972289005854
2015-04-10,000852.SH,0.20713308855359738
2015-04-10,CBA02701.CS,0.1816125445164779
2015-04-10,AU9999.SGE,0.18970389427271078
2015-04-10,NH0100.NHF,0.19236074876715534
2015-04-17,000300.SH,0.2052321763438659
2015-04-17,000852.SH,0.1716618506662863
2015-04-17,CBA02701.CS,0.2606152386897341
2015-04-17,AU9999.SGE,0.17978104685453125
2015-04-17,NH0100.NHF,0.1827096864455822
2015-04-24,000300.SH,0.20396168449059499
2015-04-24,000852.SH,0.22293840738164497
2015-04-24,CBA02701.CS,0.20288956258812485
2015-04-24,AU9999.SGE,0.17444978837766736
2015-04-24,NH0100.NHF,0.19576055616196775
2015-05-01,000300.SH,0.23656437038755912
2015-05-01,000852.SH,0.14536714592328442
2015-05-01,CBA02701.CS,0.22293150987556595
2015-05-01,AU9999.SGE,0.15129904536077235
2015-05-01,NH0100.NHF,0.24383792745281807
2015-05-08,000300.SH,0.16824493090981088
2015-05-08,000852.SH,0.1877915970219892
2015-05-08,CBA02701.CS,0.24190471432973937
2015-05-08,AU9999.SGE,0.22910089933291106
2015-05-08,NH0100.NHF,0.17295785740554945
2015-05-15,000300.SH,0.2204624494199373
2015-05-15,000852.SH,0.21389836516903307
2015-05-15,CBA02701.CS,0.166392955285391
2015-05-15,AU9999.SGE,0.21051510056857853
2015-05-15,NH0100.NHF,0.18873112855705987
2015-05-22,000300.SH,0.14723080074236286
2015-05-22,000852.SH,0.26116485999504374
2015-05-22,CBA02701.CS,0.18930547931213745
2015-05-22,AU9999.SGE,0.21802838919446166
2015-05-22,NH0100.NHF,0.18427046975599404
2015-05-29,000300.SH,0.19028095126805103
2015-05-29,000852.SH,0.200026268103483
2015-05-29,CBA02701.CS,0.14885083348438577
2015-05-29,AU9999.SGE,0.15441500195990915
2015-05-29,NH0100.NHF,0.306426944184171
2015-06-05,000300.SH,0.19569185842443473
2015-06-05,000852.SH,0.24585702821143104
2015-06-05,CBA02701.CS,0.1892486128263905
2015-06-05,AU9999.SGE,0.17955173284297454
2015-06-05,NH0100.NHF,0.1896507666947692
2015-06-12,000300.SH,0.17601063322436408
2015-06-12,000852.SH,0.2217367329909014
2015-06-12,CBA02701.CS,0.18611094908063722
2015-06-12,AU9999.SGE,0.20085262774729365
2015-06-12,NH0100.NHF,0.21528905595680362
2015-06-19,000300.SH,0.21542440262588747
2015-06-19,000852.SH,0.1919855949703194
2015-06-19,CBA02701.CS,0.16109816999291332
2015-06-19,AU9999.SGE,0.22922894870878885
2015-06-19,NH0100.NHF,0.20226288270209083
2015-06-26,000300.SH,0.23059217256460343
2015-06-26,000852.SH,0.20218334720620942
2015-06-26,CBA02701.CS,0.19265256941694722
2015-06-26,AU9999.SGE,0.19338440874434848
2015-06-26,NH0100.NHF,0.1811875010678914
2015-07-03,000300.SH,0.18279981274572493
2015-07-03,000852.SH,0.22020856543464465
2015-07-03,CBA02701.CS,0.18790524109495643
2015-07-03,AU9999.SGE,0.19223850871712658
2015-07-03,NH0100.NHF,0.2168478710075473
2015-07-10,000300.SH,0.15956095404417622
2015-07-10,000852.SH,0.19564189139039076
2015-07-10,CBA02701.CS,0.2105147640834666
2015-07-10,AU9999.SGE,0.1837739000556238
2015-07-10,NH0100.NHF,0.2505084894263425
2015-07-17,000300.SH,0.1944627349772271
2015-07-17,000852.SH,0.18783465539488417
2015-07-17,CBA02701.CS,0.182488318190998
2015-07-17,AU9999.SGE,0.2004786216914038
2015-07-17,NH0100.NHF,0.2347356687454869
2015-07-24,000300.SH,0.2185395291372104
2015-07-24,000852.SH,0.20362553579264608
2015-07-24,CBA02701.CS,0.16649915950449887
2015-07-24,AU9999.SGE,0.1800352758961024
2015-07-24,NH0100.NHF,0.23130049866954225
2015-07-31,000300.SH,0.24430347959135357
2015-07-31,000852.SH,0.17155532597897188
2015-07-31,CBA02701.CS,0.23849922643458796
2015-07-31,AU9999.SGE,0.17101578633411296
2015-07-31,NH0100.NHF,0.17462618066097343
2015-08-07,000300.SH,0.17680309020654358
2015-08-07,000852.SH,0.23678437112620745
2015-08-07,CBA02701.CS,0.19393568883714585
2015-08-07,AU9999.SGE,0.2056682491074457
2015-08-07,NH0100.NHF,0.18680859972265734
2015-08-14,000300.SH,0.19750353813680013
2015-08-14,000852.SH,0.18403222913123476
2015-08-14,CBA02701.CS,0.19481168867291007
2015-08-14,AU9999.SGE,0.21174187451625642
2015-08-14,NH0100.NHF,0.21191066854279858
2015-08-21,000300.SH,0.22940559047267467
2015-08-21,000852.SH,0.19913904625212925
2015-08-21,CBA02701.CS,0.21666075953506406
2015-08-21,AU9999.SGE,0.17383316161272186
2015-08-21,NH0100.NHF,0.18096144112741014
2015-08-28,000300.SH,0.18447056363577724
2015-08-28,000852.SH,0.26096475740743996
2015-08-28,CBA02701.CS,0.18108245985217236
2015-08-28,AU9999.SGE,0.1893733279457867
2015-08-28,NH0100.NHF,0.1841088901588237
2015-09-04,000300.SH,0.19337082577825848
2015-09-04,000852.SH,0.18836964365630107
2015-09-04,CBA02701.CS,0.19914889134293065
2015-09-04,AU9999.SGE,0.23790696143149304
2015-09-04,NH0100.NHF,0.18120367679101668
2015-09-11,000300.SH,0.20604254845554953
2015-09-11,000852.SH,0.1894801883803916
2015-09-11,CBA02701.CS,0.2235752544752415
2015-09-11,AU9999.SGE,0.18096049059804037
2015-09-11,NH0100.NHF,0.1999415170907769
2015-09-18,000300.SH,0.20062449128000087
2015-09-18,000852.SH,0.22917748726658901
2015-09-18,CBA02701.CS,0.18330453458529983
2015-09-18,AU9999.SGE,0.19394968655665584
2015-09-18,NH0100.NHF,0.19294379931145442
2015-09-25,000300.SH,0.1946123986949326
2015-09-25,000852.SH,0.19533293123351128
2015-09-25,CBA02701.CS,0.19037018260879643
2015-09-25,AU9999.SGE,0.2139849432065584
2015-09-25,NH0100.NHF,0.2056995432562012
2015-10-02,000300.SH,0.20173968210642476
2015-10-02,000852.SH,0.22850989189982207
2015-10-02,CBA02701.CS,0.17070558719424334
2015-10-02,AU9999.SGE,0.2103693485776165
2015-10-02,NH0100.NHF,0.1886754892218933
2015-10-09,000300.SH,0.2380637105445867
2015-10-09,000852.SH,0.25321674863445653
2015-10-09,CBA02701.CS,0.1549233990826347
2015-10-09,AU9999.SGE,0.1673932872240074
2015-10-09,NH0100.NHF,0.18640285351431465
2015-10-16,000300.SH,0.2777776323584429
2015-10-16,000852.SH,0.2499576563349857
2015-10-16,CBA02701.CS,0.16710008606092586
2015-10-16,AU9999.SGE,0.13993502705944805
2015-10-16,NH0100.NHF,0.16522959718619754
2015-10-23,000300.SH,0.18786453249448248
2015-10-23,000852.SH,0.17251084156071153
2015-10-23,CBA02701.CS,0.17987271603330107
2015-10-23,AU9999.SGE,0.2398638535274071
2015-10-23,NH0100.NHF,0.21988805538409775
2015-10-30,000300.SH,0.20457488261525159
2015-10-30,000852.SH,0.20759623469516222
2015-10-30,CBA02701.CS,0.19033662682848096
2015-10-30,AU9999.SGE,0.17983796425231308
2015-10-30,NH0100.NHF,0.21765429060879207
2015-11-06,000300.SH,0.2835055570585589
2015-11-06,000852.SH,0.15772393304204416
2015-11-06,CBA02701.CS,0.18000919616745625
2015-11-06,AU9999.SGE,0.21627281343446939
2015-11-06,NH0100.NHF,0.16248849929747144
2015-11-13,000300.SH,0.25233586088401433
2015-11-13,000852.SH,0.1702629283472776
2015-11-13,CBA02701.CS,0.17304401872098504
2015-11-13,AU9999.SGE,0.20230321892282638
2015-11-13,NH0100.NHF,0.2020539721248966
2015-11-20,000300.SH,0.20198045875904355
2015-11-20,000852.SH,0.2270831780439178
2015-11-20,CBA02701.CS,0.19339681150535656
