date,NAV,alpha,tau,regret_ema_norm,week_return,max_drawdown
2015-01-02,0.998888424446323,0.47844868898391724,0.4978899359703064,1.0,-0.0011115755536769915,0.0011115755536770244
2015-01-09,0.9938409834085398,0.45661547780036926,0.4955269694328308,1.0,-0.005053057893408798,0.006159016591460231
2015-01-16,0.9974670336148207,0.43449482321739197,0.4929055869579315,1.0,0.003648521510800277,0.0025329663851793027
2015-01-23,0.996070531157139,0.4120812714099884,0.4900202453136444,1.0,-0.0014000487340627,0.00392946884286105
2015-01-30,0.9867854974095229,0.389369398355484,0.48686543107032776,1.0,-0.009321662931669679,0.013214502590477073
2015-02-06,0.9777680551022921,0.36635392904281616,0.48343557119369507,1.0,-0.009138199062413296,0.022231944897707856
2015-02-13,0.9737033646989133,0.34302955865859985,0.4797251224517822,0.974679046883024,-0.004157111067566672,0.026296635301086724
2015-02-20,0.9815963825336342,0.3193911612033844,0.4757285714149475,1.0,0.008106183177421494,0.018403617466365763
2015-02-27,0.9777678946641899,0.2954336106777191,0.4714404046535492,1.0,-0.00390026688929156,0.022232105335810104
2015-03-06,0.9876281730967253,0.27115190029144287,0.46685513854026794,1.0,0.010084477600813326,0.012371826903274652
2015-03-13,0.9965555397777115,0.2465411126613617,0.4619673192501068,1.0,0.009039198074913433,0.0034444602222885035
2015-03-20,0.9878829205936996,0.22159640491008759,0.4567715525627136,0.8711822235856866,-0.008702594926065416,0.012117079406300357
2015-03-27,0.9825185301748944,0.19631299376487732,0.451262503862381,0.9837781098708759,-0.005430188443364633,0.017481469825105567
2015-04-03,0.9845424648468878,0.17068621516227722,0.4454348683357239,1.0,0.0020599455479308132,0.015457535153112212
2015-04-10,0.9862432001076146,0.1447114199399948,0.4392834007740021,0.9287578011857281,0.0017274371816875514,0.01375679989238543
2015-04-17,0.9851440133460492,0.11838404089212418,0.4328029751777649,1.0,-0.00111451897609586,0.014855986653950826
2015-04-24,0.986005573926963,0.09169957041740417,0.42598849534988403,0.9331643900984496,0.0008745529275333753,0.013994426073037025
2015-05-01,0.9886571369163686,0.06465350091457367,0.41883495450019836,0.9866607183284238,0.0026891967545835064,0.011342863083631416
2015-05-08,0.990366399110893,0.03724134340882301,0.4113374352455139,0.8525700582738007,0.0017288725592531163,0.00963360088910703
