NAV,alpha,tau,regret_ema_norm,week_return,max_drawdown,w_fused
1.000331443947448,0.0,20.0,1.0,0.0003314439474480706,0.0,[0.2 0.2 0.2 0.2 0.2]
0.9975070350667192,0.0,20.0,1.0,-0.0028234730576730555,0.00282347305767302,[0.2 0.2 0.2 0.2 0.2]
0.9941689093156106,0.0,20.0,1.0,-0.003346468379428854,0.006160492773794186,[0.2 0.2 0.2 0.2 0.2]
0.9921525503196398,0.0,20.0,1.0,-0.0020281855297193657,0.008176183681213853,[0.2 0.2 0.2 0.2 0.2]
0.9923179328118321,0.0,20.0,1.0,0.00016669058819529942,0.008010855985885482,[0.2 0.2 0.2 0.2 0.2]
0.9927533214586717,0.0008246608078479739,20.0,0.9502464895963606,0.0004387592246830466,0.007575611598163889,[0.19998924 0.19995774 0.20005177 0.20001455 0.1999867 ]
0.9901620906386399,0.0,20.0,1.0,-0.0026101457069157797,0.010165983854989492,[0.2 0.2 0.2 0.2 0.2]
0.9943707191378602,0.0,20.0,0.9975261944283185,0.004250443981859268,0.005958749818026217,[0.2 0.2 0.2 0.2 0.2]
1.0050634841322756,0.0,20.0,1.0,0.01075329833091441,0.0,[0.2 0.2 0.2 0.2 0.2]
1.0091012196068105,0.0,20.0,1.0,0.004017393466464503,0.0,[0.2 0.2 0.2 0.2 0.2]
1.0041853910959069,0.0,20.0,1.0,-0.004871491992467534,0.0048714919924673986,[0.2 0.2 0.2 0.2 0.2]
1.0098671459127289,0.0,20.0,1.0,0.005658073566098441,0.0,[0.2 0.2 0.2 0.2 0.2]
1.0103944886658889,0.0,20.0,0.9744420794355371,0.0005221902260058522,0.0,[0.2 0.2 0.2 0.2 0.2]
1.0088936747977184,0.0,20.0,1.0,-0.001485374163265794,0.0014853741632657991,[0.2 0.2 0.2 0.2 0.2]
1.0030232800706933,0.0,20.0,0.9754340692135868,-0.005818645585425274,0.0072953768828731645,[0.2 0.2 0.2 0.2 0.2]
1.0007331635461747,0.0,20.0,0.7867563767805081,-0.002283213729951685,0.009561933708160724,[0.2 0.2 0.2 0.2 0.2]
1.0017907355695908,0.0,20.0,0.738526969123623,0.0010567972182200798,0.008515241514884355,[0.2 0.2 0.2 0.2 0.2]
0.9995903865544999,0.0,20.0,0.7836169928261161,-0.002196415815164894,0.010692954318916094,[0.2 0.2 0.2 0.2 0.2]
0.9983212962236048,0.0036600723862647982,20.0,0.8845327831357871,-0.0012696103803775884,0.011948988813493417,[0.19993892 0.1997769  0.2002515  0.20007796 0.19995472]
