date,theta,tau,ae_error,regime_label,llm_macro,llm_sentiment,llm_risk,r_event,edge_event_minus_normal,week_return_fused,regret_ema_norm,w_event_broad,w_event_satellite,w_event_fi,w_event_safe,w_event_cash,w_fused_broad,w_fused_satellite,w_fused_fi,w_fused_safe,w_fused_cash
2025-01-03,1.5444830656051636,15.0,15.018041610717773,event_stress,71.2,69.4,52.75,0.004225823495335948,0.004225823495335948,0.004225823491110124,0.3316845354011611,0.10461120834780631,0.09964299259687116,0.22287469421838688,0.37287110421122105,0.20000000062571466,0.10461120824319509,0.09964299249722816,0.22287469399551216,0.3728711038383499,0.20000000042571464
2025-01-10,1.5908092856407166,15.0,16.748523712158203,event_stress,70.6,69.22,52.849999999999994,-0.004996170679335663,-0.004996170679335663,-0.004996170674339492,0.30498962006071917,0.08696001994590405,0.08327310133726427,0.229766877514921,0.40000000080127385,0.20000000040063692,0.08696001985894403,0.08327310125399116,0.2297668772851541,0.4000000004012738,0.2000000002006369
2025-01-17,1.6717022061347961,15.0,21.246646881103516,event_stress,61.5,57.5,48.2,0.0025661812849205024,0.0025661812849205024,0.0025661812823543216,0.31491928178713524,0.0598282963040933,0.05569204645611515,0.2844796558881485,0.40000000090109533,0.20000000045054767,0.059828296244265014,0.055692046400423106,0.2844796556036689,0.4000000005010954,0.2000000002505477
2025-01-24,1.617320954799652,15.0,18.95172119140625,event_stress,63.540000000000006,64.32000000000001,47.25,0.0008177126172530648,0.0008177126172530648,0.0008177126164353523,0.29155569740144205,0.07054884783139104,0.06915346200583153,0.26029768899153366,0.4000000007808292,0.2000000003904146,0.07054884776084218,0.06915346193667807,0.26029768873123593,0.40000000038082917,0.20000000019041458
2025-01-31,1.4169841408729553,15.0,11.761834144592285,bull_normal,68.5,68.0,50.0,0.0019490162275991472,0.0019490162275991472,0.0019490162256501308,0.24191011074130023,0.14044216497882464,0.13329082689718597,0.2134734027241254,0.31279360499937126,0.2000000004004927,0.14044216483838246,0.13329082676389511,0.21347340251065197,0.31279360468657763,0.2000000002004927
2025-02-07,1.4498670995235443,15.0,12.766868591308594,bull_normal,69.5,65.8,47.0,0.010167363915172933,0.010167363915172933,0.010167363905005567,0.22196571425791534,0.13138669872556136,0.12639518725099935,0.22492156898671506,0.3172965446671858,0.2000000003695384,0.13138669859417465,0.12639518712460415,0.22492156876179348,0.31729654434988924,0.2000000001695384
2025-02-14,1.6854294538497925,15.0,21.88327980041504,event_stress,65.0,63.0,42.5,-0.0025045905424567437,-0.0025045905424567437,-0.0025045905399521534,0.23527417782815624,0.059675480093347597,0.055690204467590605,0.2846343141084349,0.40000000088708454,0.20000000044354227,0.05967548003367211,0.055690204411900396,0.2846343138238006,0.4000000004870845,0.20000000024354225
2025-02-21,1.801917552947998,15.0,28.244722366333008,event_stress,68.3,64.3,42.95,-0.006326215864356048,-0.006326215864356048,-0.0063262158580298326,0.2522386219747011,0.06578640690626887,0.03337492987794468,0.3008386619131647,0.4000000008684144,0.2000000004342072,0.06578640684048247,0.03337492984456975,0.3008386616123261,0.4000000004684145,0.20000000023420725
2025-02-28,1.7761414051055908,15.0,26.10434341430664,event_stress,70.6,66.6,42.449999999999996,-0.008976923251948155,-0.008976923251948155,-0.008976923242971233,0.2349935439089577,0.06412437007408309,0.03950680523687931,0.29636882352355953,0.40000000077698533,0.20000000038849267,0.06412437000995873,0.039506805197372506,0.29636882322719077,0.4000000003769854,0.2000000001884927
2025-03-07,1.5366448760032654,15.0,14.623218536376953,bull_normal,71.4,65.7,55.75,-0.001192747303978134,-0.001192747303978134,-0.0011927473027853867,0.2094922763456252,0.10377899458673287,0.09959486047966988,0.22282532279340234,0.373800821495472,0.2000000006447229,0.10377899448295387,0.099594860380075,0.222825322570577,0.3738008211216711,0.20000000044472288
2025-03-14,1.6900224089622498,15.0,21.11408805847168,event_stress,69.9,66.2,47.75,0.002304554627773703,0.002304554627773703,0.002304554625469148,0.19051136449635694,0.062024175029988485,0.06000245988719781,0.27797336370270875,0.40000000092007,0.200000000460035,0.06202417496796431,0.06000245982719535,0.2779733634247354,0.40000000052006995,0.20000000026003498
2025-03-21,1.6559786796569824,15.0,19.42805290222168,event_stress,68.0,59.5,52.75,-0.002408615086579484,-0.002408615086579484,-0.002408615084170868,0.18040970638347426,0.06664993881039402,0.06504628508997505,0.26830377501227604,0.40000000072490327,0.20000000036245164,0.06664993874374407,0.06504628502492876,0.2683037747439722,0.40000000032490324,0.20000000016245162
2025-03-28,1.4866856932640076,15.0,14.109771728515625,bull_normal,70.1,63.5,40.75,0.0025520761800449532,0.0025520761800449532,0.002552076177492877,0.16849719336321475,0.12313679784763443,0.11640341810097864,0.23530862743357323,0.3251511562446285,0.2000000003731852,0.12313679772449762,0.11640341798457521,0.2353086271982646,0.3251511559194773,0.20000000017318517
2025-04-04,1.5619683265686035,15.0,17.260820388793945,event_stress,65.0,57.0,38.75,0.010594944154198168,0.010594944154198168,0.010594944143603223,0.1712956226943172,0.08530926700106331,0.08222650949792222,0.2568185681872735,0.3756456546943929,0.20000000061934806,0.08530926691575404,0.0822265094156957,0.25681856793045493,0.37564565431874725,0.20000000041934804
2025-04-11,1.4160549640655518,15.0,11.621089935302734,bull_normal,70.6,74.1,42.7,0.003896368229417343,0.003896368229417343,0.0038963682255209755,0.1611387573346018,0.15624437756940746,0.14832078350336259,0.21085821480605457,0.28457662347379914,0.20000000064737625,0.1562443774131631,0.1483207833550418,0.21085821459519638,0.28457662318922256,0.20000000044737629
2025-04-18,1.6641101241111755,15.0,19.801822662353516,event_stress,71.64000000000001,72.42,42.8,0.003450368278281815,0.003450368278281815,0.0034503682748314463,0.19326393995464383,0.07258091824148744,0.06910492477975796,0.25831415562163734,0.40000000090474486,0.20000000045237243,0.07258091816890651,0.06910492471065303,0.25831415536332314,0.4000000005047448,0.2000000002523724
2025-04-25,1.805233120918274,15.0,28.35647964477539,event_stress,61.2,55.6,51.2,-0.004755832712657446,-0.004755832712657446,-0.004755832707901613,0.1841750374263094,0.06656768310559709,0.031280669821715505,0.3021516457055985,0.40000000091139265,0.20000000045569633,0.06656768303902941,0.03128066979043483,0.3021516454034468,0.4000000005113926,0.2000000002556963
2025-05-02,1.73598974943161,15.0,23.643070220947266,event_stress,62.64000000000001,57.27,53.199999999999996,-0.003576493971411042,-0.003576493971411042,-0.0035764939678345478,0.180765552428091,0.06330706844558767,0.04423633567870392,0.2924565947776702,0.4000000007320254,0.2000000003660127,0.0633070683822806,0.044236335634467584,0.2924565944852136,0.4000000003320254,0.2000000001660127
