date,theta,tau,ae_error,regime_label,llm_macro,llm_sentiment,llm_risk,r_event,edge_event_minus_normal,week_return_fused,regret_ema_norm,w_event_0,w_event_1,w_event_2,w_event_3,w_event_4,w_event_5,w_event_6,w_event_7,w_fused_0,w_fused_1,w_fused_2,w_fused_3,w_fused_4,w_fused_5,w_fused_6,w_fused_7
2023-01-06,1.79706209897995,12.351328277587891,9.99757194519043,bull_normal,59.0,63.3,33.7,0.0,0.0,0.0,0.0,0.25713053317538576,0.27816168227129107,0.1928478998815393,0.07531934482690662,0.057239331746140085,0.059743265955888275,0.04292949880960505,0.03662844333324381,0.2571305329182552,0.27816168199312935,0.1928478996886914,0.07531934475158727,0.057239331688900746,0.059743265896145,0.04292949876667555,0.03662844329661537
2023-01-13,1.6200571060180664,11.865421581268311,6.9903154373168945,bull_normal,53.9,57.5,40.55,0.020532825833225545,0.020532825833225545,0.020532825812692716,0.0,0.2303407553092589,0.2708097205700748,0.17275556648194415,0.08862414531981314,0.06984047140247084,0.067162129670747,0.05238035355185312,0.048086857693838025,0.23034075507891813,0.27080972029926503,0.17275556630918856,0.08862414523118899,0.06984047133263036,0.06716212960358486,0.052380353499472766,0.048086857645751165
2023-01-20,1.906343162059784,11.83188076019287,12.118915557861328,event_stress,55.25,58.85,43.45,0.006629572428863187,0.006629572428863187,0.006629572422233614,0.0,0.24174529163147687,0.38362994066925216,0.18130896872360766,0.07525279594777229,0.03466616039725069,0.033574091808840655,0.025999620297938016,0.023823130523861744,0.24174529138973155,0.3836299402856222,0.18130896854229867,0.07525279587251948,0.034666160362584526,0.03357409177526656,0.025999620271938393,0.023823130500038613
2023-01-27,1.8814559578895569,11.83188076019287,12.118915557861328,event_stress,52.0,64.0,37.75,0.0,0.0,0.0,0.0,0.2436823251620993,0.36995603891130135,0.18276174387157446,0.07607005505979117,0.0376444079931549,0.03605213593681095,0.028233305994866176,0.02559998707040168,0.24368232491841696,0.3699560385413453,0.1827617436888127,0.0760700549837211,0.037644407955510495,0.03605213590075881,0.028233305966632868,0.025599987044801688
2023-02-03,1.8756781220436096,11.865421581268311,11.611235618591309,bull_normal,52.55,64.45,38.5,0.004181885965788673,0.004181885965788673,0.004181885961606787,0.0,0.24152285137254545,0.3618529611858012,0.18114213852940905,0.07777192135927073,0.04076243685816187,0.038949248213395876,0.030571827643621395,0.027426614837794534,0.2415228511310226,0.3618529608239482,0.1811421383482669,0.0777719212814988,0.040762436817399425,0.03894924817444662,0.030571827613049565,0.027426614810367917
2023-02-10,1.488483726978302,11.990089416503906,6.392075538635254,bull_normal,54.9,62.6,35.3,-0.007169711077274279,-0.007169711077274279,-0.0071697110701045685,0.0,0.22546627857525545,0.23868060725911808,0.16909970893144155,0.08706902769486506,0.0827395233859854,0.08010842624417772,0.062054642539489044,0.05478178536966772,0.22546627834978916,0.23868060702043745,0.16909970876234182,0.08706902760779603,0.08273952330324588,0.08010842616406928,0.0620546424774344,0.05478178531488593
2023-02-17,1.6634463667869568,11.865421581268311,7.576375484466553,bull_normal,52.0,57.0,40.75,-0.015853238827826945,-0.015853238827826945,-0.015853238811973706,0.0,0.24376648535761528,0.27406674957930616,0.1828248640182115,0.08526512318145474,0.06171311100101548,0.06280194189281957,0.0462848332507616,0.04327689171881569,0.24376648511384877,0.2740667493052394,0.18282486383538663,0.08526512309618961,0.06171311093930237,0.06280194183001762,0.046284833204476766,0.043276891675538796
2023-02-24,1.906356930732727,11.59108772277832,11.402806282043457,bull_normal,52.8,58.5,43.65,0.00295124076382127,0.00295124076382127,0.002951240760870029,0.0,0.2562982026456924,0.35900601538913696,0.19222365198426927,0.07322243316777086,0.03408551060281665,0.03583495816331691,0.02556413295211248,0.023765095094884562,0.25629820238939416,0.35900601503013085,0.19222365179204556,0.0732224330945484,0.03408551056873113,0.03583495812748194,0.025564132926548338,0.02376509507111946
2023-03-03,1.8356469869613647,11.386771965026856,10.203221321105957,bull_normal,52.8,62.0,37.25,-0.0031972888324078197,-0.0031972888324078197,-0.0031972888292105314,0.0,0.2878859460581374,0.28291918878062483,0.21591445954360303,0.06771737293405794,0.03978981373941024,0.04892668853418949,0.029842360304557676,0.027004170105419455,0.2878859457702514,0.28291918849770564,0.21591445932768855,0.06771737286634057,0.039789813699620424,0.0489266884852628,0.029842360274715315,0.027004170078415282
2023-03-10,1.8759928345680237,10.341182327270507,10.918230056762695,event_stress,53.25,61.4,39.55,-0.011253102500924953,-0.011253102500924953,-0.011253102489671851,0.0,0.2569021740070279,0.36260124341635297,0.19267663050527095,0.07163456704967198,0.03346158420357693,0.03461110541928567,0.025096188152682695,0.023016507246130972,0.2569021737501257,0.3626012430537517,0.1926766303125943,0.07163456697803741,0.03346158417011534,0.034611105384674566,0.025096188127586506,0.023016507223114463
