date,NAV,theta,tau,regret_ema_norm,week_return,max_drawdown,w_fused
2023-01-06,1.0,1.79706209897995,12.351328277587891,0.0,0.0,0.0,"[0.25713053 0.27816168 0.1928479  0.07531934 0.05723933 0.05974327
 0.0429295  0.03662844]"
2023-01-13,1.0205328258126927,1.6200571060180664,11.865421581268311,0.0,0.020532825812692716,0.0,"[0.23034076 0.27080972 0.17275557 0.08862415 0.06984047 0.06716213
 0.05238035 0.04808686]"
2023-01-20,1.0272985220906847,1.906343162059784,11.83188076019287,0.0,0.006629572422233614,0.0,"[0.24174529 0.38362994 0.18130897 0.0752528  0.03466616 0.03357409
 0.02599962 0.02382313]"
2023-01-27,1.0272985220906847,1.8814559578895569,11.83188076019287,0.0,0.0,0.0,"[0.24368232 0.36995604 0.18276174 0.07607005 0.03764441 0.03605214
 0.02823331 0.02559999]"
2023-02-03,1.0315945673585951,1.8756781220436096,11.865421581268311,0.0,0.004181885961606787,0.0,"[0.24152285 0.36185296 0.18114214 0.07777192 0.04076244 0.03894925
 0.03057183 0.02742661]"
2023-02-10,1.0241983323691444,1.488483726978302,11.990089416503906,0.0,-0.0071697110701045685,0.007169711070104659,"[0.22546628 0.23868061 0.16909971 0.08706903 0.08273952 0.08010843
 0.06205464 0.05478179]"
2023-02-17,1.007961471615271,1.6634463667869568,11.865421581268311,0.0,-0.015853238811973706,0.0229092867402713,"[0.24376649 0.27406675 0.18282486 0.08526512 0.06171311 0.06280194
 0.04628483 0.04327689]"
2023-02-24,1.0109362085956886,1.906356930732727,11.59108772277832,0.0,0.002951240760870029,0.020025656800231537,"[0.2562982  0.35900602 0.19222365 0.07322243 0.03408551 0.03583496
 0.02556413 0.0237651 ]"
2023-03-03,1.0077039535489012,1.8356469869613647,11.386771965026856,0.0,-0.0031972888292105314,0.023158917820657012,"[0.28788595 0.28291919 0.21591446 0.06771737 0.03978981 0.04892669
 0.02984236 0.02700417]"
2023-03-10,0.9963641576803679,1.8759928345680237,10.341182327270507,0.0,-0.011253102489671851,0.0341514106345431,"[0.25690217 0.36260124 0.19267663 0.07163457 0.03346158 0.03461111
 0.02509619 0.02301651]"
2023-03-17,0.9783941135145499,1.9863386154174805,10.249892425537109,0.0,-0.018035618832028272,0.05157108764179069,"[0.28253955 0.4        0.21190466 0.06180576 0.01263757 0.01247229
 0.00947818 0.00916199]"
2023-03-24,0.9708483729746339,1.999123454093933,10.249892425537109,0.0,-0.007712373199804386,0.05888572536738175,"[0.29541597 0.4        0.22156197 0.05551148 0.00786739 0.00785999
 0.00590054 0.00588266]"
2023-03-31,0.9764381146864514,1.9946218132972717,10.249892425537109,0.0,0.005757584672764771,0.05346718024443675,"[0.28895335 0.4        0.21671501 0.05928764 0.0100658  0.01001717
 0.00754935 0.00741168]"
2023-04-07,0.9918691997031786,1.998523771762848,10.249892425537109,0.0,0.01580344395065169,0.038508701879977555,"[0.29335274 0.4        0.22001455 0.05632904 0.0086834  0.00864281
 0.00651255 0.00646491]"
2023-04-14,0.9830377634701526,1.994853138923645,10.249892425537109,0.0,-0.008903831508901415,0.0470696583957131,"[0.2879297  0.4        0.21594727 0.05876768 0.01073815 0.01063587
 0.00805361 0.00792773]"
2023-04-21,0.9529012877816178,1.962272584438324,10.249892425537109,0.0,-0.03065647812160564,0.07628314656451908,"[0.25360794 0.4        0.19020596 0.06919166 0.0255154  0.02470995
 0.01913655 0.01763254]"
2023-04-28,0.9606605411393271,1.9737063646316528,10.199825763702393,0.0,0.008142767207055689,0.06876153526175995,"[0.25122368 0.4        0.18841776 0.07347648 0.0253753  0.02496426
 0.01903147 0.01751104]"
2023-05-05,0.9566882343666149,1.9803124070167542,10.199825763702393,0.0,-0.004134974429157993,0.07261218250090093,"[0.2581492  0.4        0.1936119  0.07155877 0.0223842  0.02199283
 0.01678815 0.01551495]"
2023-05-12,0.9507148549966947,1.7029288411140442,9.8607497215271,0.0,-0.00624380979648502,0.07840261564094259,"[0.24189779 0.26291645 0.18142334 0.08493202 0.06632911 0.06636909
 0.04974683 0.04638536]"
