NAV,alpha,tau,regret_ema_norm,week_return,max_drawdown,w_fused
1.0058682148482145,0.38600777089595795,20.0,1.0,0.005868214848214534,0.0,[0.29843198 0.21737035 0.20038601 0.14248484 0.14132682]
1.0121352165383386,0.2761122137308121,20.0,1.0,0.00623044012884904,0.0,[0.27040861 0.21242505 0.20027611 0.15885928 0.15803094]
1.0159893200344203,0.1698475331068039,20.0,1.0,0.0038078938793013645,0.0,[0.24331112 0.20764314 0.20016985 0.17469272 0.17418317]
1.0197221526378826,0.06739035248756409,20.0,1.0,0.0036740864592314164,0.0,[0.21718454 0.20303257 0.20006739 0.18995884 0.18975667]
1.0180449728801453,0.0,20.0,1.0,-0.0016447419068015326,0.0016447419068014305,[0.2 0.2 0.2 0.2 0.2]
1.013131766769493,0.0,20.0,1.0,-0.004826118925524785,0.006462923112282229,[0.2 0.2 0.2 0.2 0.2]
1.0093730770540426,0.0,20.0,0.9486347157333634,-0.0037099712384258817,0.010148917091845426,[0.2 0.2 0.2 0.2 0.2]
1.0107087101253789,0.0,20.0,0.8657672886915372,0.0013232303314791023,0.008839116115293895,[0.2 0.2 0.2 0.2 0.2]
1.01157113612163,0.0,20.0,0.9563678917174239,0.0008532883783538608,0.007993370051996062,[0.2 0.2 0.2 0.2 0.2]
1.0083307443432945,0.0,20.0,1.0,-0.003203325661069445,0.011171090345659397,[0.2 0.2 0.2 0.2 0.2]
1.0114409906037927,0.0,20.0,1.0,0.0030845496658181482,0.008120998462833887,[0.2 0.2 0.2 0.2 0.2]
1.0120804115655513,0.0,20.0,1.0,0.0006321881036056303,0.007493944357846049,[0.2 0.2 0.2 0.2 0.2]
1.013396879496844,0.0,20.0,0.8297134861323707,0.0013007542841940826,0.006202937853881048,[0.2 0.2 0.2 0.2 0.2]
1.0203446341334834,0.0,20.0,0.7910972348861859,0.006855906878348792,0.0,[0.2 0.2 0.2 0.2 0.2]
1.019310496491725,0.0,20.0,0.7619462195301439,-0.001013517989082921,0.0010135179890828209,[0.2 0.2 0.2 0.2 0.2]
1.010982308377536,0.0,20.0,0.857611350021607,-0.008170413375368097,0.009175650503516661,[0.2 0.2 0.2 0.2 0.2]
1.0144134721736116,0.0,20.0,0.8151541647323546,0.0033938910380955545,0.005812900623433808,[0.2 0.2 0.2 0.2 0.2]
1.0257109379810818,0.0,20.0,0.8228272939554574,0.011136943778223723,0.0,[0.2 0.2 0.2 0.2 0.2]
1.0215717073792392,0.0,20.0,0.8944155589329226,-0.004035474760549976,0.004035474760549905,[0.2 0.2 0.2 0.2 0.2]
1.0179015831107017,0.0,20.0,0.8209728657223087,-0.0035926252088098977,0.0076136020210054375,[0.2 0.2 0.2 0.2 0.2]
1.0136105305870438,0.0,20.0,0.8761320797109672,-0.004215586845384955,0.011797093065864565,[0.2 0.2 0.2 0.2 0.2]
1.0153770415329,0.0,20.0,0.8761383053945578,0.0017427906405363138,0.0100748622887089,[0.2 0.2 0.2 0.2 0.2]
1.0181514666350568,0.0,20.0,0.8787639602841997,0.0027324087394848765,0.007369982190990731,[0.2 0.2 0.2 0.2 0.2]
1.024919529481266,0.0,20.0,0.9658170214819902,0.006647402737214961,0.0007715706935654561,[0.2 0.2 0.2 0.2 0.2]
1.0281100615083245,0.0,20.0,1.0,0.003112958564340398,0.0,[0.2 0.2 0.2 0.2 0.2]
1.0261931106980104,0.0,20.0,0.8787882064269659,-0.0018645385178915077,0.0018645385178914962,[0.2 0.2 0.2 0.2 0.2]
1.031076895839753,0.0,20.0,0.9137256720953345,0.0047591287554255455,0.0,[0.2 0.2 0.2 0.2 0.2]
1.0361735048551712,0.0,20.0,0.8338574821960365,0.00494299604227623,0.0,[0.2 0.2 0.2 0.2 0.2]
1.0393164340027266,0.0,20.0,0.7757374780057318,0.00303320740477198,0.0,[0.2 0.2 0.2 0.2 0.2]
1.0452729913356011,0.0,20.0,0.8863042106158014,0.005731225965449441,0.0,[0.2 0.2 0.2 0.2 0.2]
1.0458501354442193,0.0,20.0,0.7548126598038649,0.0005521467725677836,0.0,[0.2 0.2 0.2 0.2 0.2]
1.0398449736597108,0.0,20.0,0.7343432355250795,-0.005741895115745056,0.005741895115745081,[0.2 0.2 0.2 0.2 0.2]
1.0402139245176132,0.0,20.0,0.7852410332560225,0.000354813330109809,0.005389119086562249,[0.2 0.2 0.2 0.2 0.2]
1.0373711974922952,0.0,20.0,0.725359001569028,-0.0027328292366748724,0.008107220781037362,[0.2 0.2 0.2 0.2 0.2]
1.040789619701685,0.0,20.0,0.6953012823346161,0.0032952738784857365,0.004838662415418507,[0.2 0.2 0.2 0.2 0.2]
1.0350361956093497,0.0,20.0,0.7382211187541842,-0.00552794146235282,0.010339856035182808,[0.2 0.2 0.2 0.2 0.2]
1.0339744611138604,0.0,20.0,0.6656336948098837,-0.0010257945567441898,0.0113550440238886,[0.2 0.2 0.2 0.2 0.2]
