date,NAV,alpha,tau,regret_ema_norm,week_return,max_drawdown
2015-01-02,0.998644351566613,0.3,0.5,1.0,-0.0013556484333869976,0.00135564843338698
2015-01-09,0.9971795652910083,0.3,0.5,1.0,-0.0014667747064376832,0.002820434708991737
2015-01-16,1.000330072056396,0.3,0.5,1.0,0.0031594176967194632,0.0
2015-01-23,1.0019726362884604,0.3,0.5,1.0,0.0016420222464051469,0.0
2015-01-30,0.9956998147785618,0.3,0.5,0.9970375347779535,-0.00626047187589324,0.006260471875893334
2015-02-06,1.0024490437424174,0.3,0.5,0.9063416278071804,0.006778377241494722,0.0
2015-02-13,1.0094936922764233,0.3,0.5,0.9606267178466156,0.007027438030871224,0.0
2015-02-20,1.0035148342879925,0.3,0.5,0.937304175800744,-0.005922630358341641,0.005922630358341687
2015-02-27,1.0092561847440065,0.3,0.5,1.0,0.005721241241129783,0.0002352739142740159
2015-03-06,1.0169351835179739,0.3,0.5,1.0,0.007608572421991242,0.0
2015-03-13,1.0112693839612075,0.3,0.5,1.0,-0.005571446094692193,0.0055714460946922695
2015-03-20,1.0044004475277906,0.3,0.5,1.0,-0.006792390378230184,0.012325993036076071
2015-03-27,0.9942731652555805,0.3,0.5,0.9934167897389329,-0.010082912942877685,0.022284624064236435
2015-04-03,0.9930701697410508,0.3,0.5,1.0,-0.0012099245524951746,0.023467585902933085
2015-04-10,0.9948534381703895,0.3,0.5,0.9269554814265286,0.0017957124115445602,0.02171401452666334
2015-04-17,0.991595723146575,0.3,0.5,0.7931637205899931,-0.0032745677894080354,0.024917478303523588
2015-04-24,0.9944488215427814,0.3,0.5,0.6828928468818394,0.0028772798526731083,0.02211189300915269
2015-05-01,0.9972494467698149,0.3,0.5,0.7904735837736239,0.002816258782114842,0.019357907039914163
2015-05-08,0.9929956622310733,0.3,0.5,0.8468538561409007,-0.004265517070498312,0.02354085262748455
2015-05-15,0.988557593500569,0.3,0.5,0.8133026196418686,-0.004469373733751044,0.02790501349283216
2015-05-22,0.9844232541679346,0.3,0.5,0.7994308035909861,-0.00418219369292822,0.031970503014329604
2015-05-29,0.9836061550905268,0.3,0.5,0.9583351838962114,-0.0008300282159612639,0.0327739948107105
2015-06-05,0.9837324559414681,0.3,0.5,0.8910031693148683,0.00012840591764042843,0.03264979726794843
2015-06-12,0.9789716800875161,0.3,0.5,0.8696476097238182,-0.0048395026769709635,0.0373312911636386
2015-06-19,0.9729039233882663,0.3,0.5,0.8017923886429315,-0.006198092164124159,0.043298000544524734
2015-06-26,0.979531992261249,0.3,0.5,0.8418667510473482,0.006812665375939261,0.036780309957742535
2015-07-03,0.9796113285409693,0.3,0.5,0.7950788922006331,8.099406690867995e-05,0.03670229487771955
2015-07-10,0.9764807218358122,0.3,0.5,0.8353490091646232,-0.0031957640892330843,0.03978076709098991
2015-07-17,0.9763133863905374,0.3,0.5,0.7537762283728641,-0.0001713658462813089,0.03994531587245299
2015-07-24,0.9821545096765626,0.3,0.5,0.7304570854835863,0.005982836420608811,0.03420146574247868
2015-07-31,0.9773075736432718,0.3,0.5,0.7237774839753478,-0.004935003592140475,0.038967684978323536
2015-08-07,0.9815505045448961,0.3,0.5,0.7624615011870544,0.00434144891132606,0.034795412280523505
2015-08-14,0.9823772347452431,0.3,0.5,0.8042194207625148,0.0008422696504347211,0.03398244974982713
2015-08-21,0.9811217203156286,0.3,0.5,0.8452990179773905,-0.0012780369752155712,0.035217055897754035
2015-08-28,0.9864796969251927,0.3,0.5,0.6985451155921744,0.00546107225904699,0.02994830652571566
2015-09-04,0.9878439362938138,0.3,0.5,0.6680571067978117,0.0013829370973102821,0.028606786052501484
2015-09-11,0.9887625167784321,0.3,0.5,0.6455267548797875,0.0009298842163920541,0.027703502834941333
2015-09-18,0.9869457308881561,0.3,0.5,0.6572374559307621,-0.0018374340242946938,0.029490033500535022
2015-09-25,0.9933627590456554,0.3,0.5,0.6825526820151535,0.0065019057853611525,0.02317986913460135
2015-10-02,0.9898579173554177,0.3,0.5,0.7117610240102945,-0.003528259599347954,0.026626344138163595
2015-10-09,0.9907596291867943,0.3,0.5,0.6903764065543386,0.0009109507693645171,0.02573964865747703
2015-10-16,0.9870544917335394,0.3,0.5,0.6038354773451727,-0.003739693608929091,0.02938308386682571
2015-10-23,0.987246453726686,0.3,0.5,0.6767839990276117,0.00019447963081477084,0.029194318647313436
2015-10-30,0.9927439890683739,0.3,0.5,0.6868412731109017,0.005568554154776288,0.023788334636936446
2015-11-06,0.994573730509517,0.3,0.5,0.6619200851703331,0.0018431151044895257,0.021989064171326896
2015-11-13,0.9971992698284199,0.3,0.5,0.6756737188800511,0.0026398639320162343,0.019407248376715387
2015-11-20,0.9922981170246101,0.3,0.5,0.7033183665997293,-0.004914918163400841,0.024226781502567882
2015-11-27,0.9907879321017861,0.3,0.5,0.7432583143249015,-0.0015219064683427363,0.02571181707543473
2015-12-04,0.9940228589419492,0.3,0.5,0.8412465611949602,0.0032650042812903063,0.02253076198697544
2015-12-11,1.000333947934302,0.3,0.5,0.8192945144813003,0.006349038088591234,0.016324772564404396
2015-12-18,1.0011458493748766,0.3,0.5,0.7754628048232884,0.0008116303982796068,0.015526391847783065
2015-12-25,0.9967876628005128,0.3,0.5,0.7386877845469995,-0.004353198464624477,0.019812000847254554
2016-01-01,0.9947338275752472,0.3,0.5,0.8006893697895593,-0.0020604540986144514,0.02183163322752148
2016-01-08,0.9977870741157466,0.3,0.5,0.7654084722950631,0.0030694105858869586,0.018829232887770164
2016-01-15,1.0085550066759146,0.3,0.5,0.7229666107341618,0.010791814044805687,0.008240620422895573
2016-01-22,0.9979720315716177,0.3,0.5,0.7394215418597564,-0.010493205659825226,0.018647355557858868
2016-01-29,0.9958095155591786,0.3,0.5,0.6968346966812945,-0.002166910438395364,0.02077385884684738
2016-02-05,0.9901740505698138,0.3,0.5,0.7053109191967859,-0.0056591796938196106,0.026315475540518635
2016-02-12,0.988983380424748,0.3,0.5,0.7602782835065295,-0.0012024857088313529,0.027486317266091357
2016-02-19,0.9854666092496788,0.3,0.5,0.7525237309185062,-0.0035559456758099085,0.030944523090874934
2016-02-26,0.9853550754304344,0.3,0.5,0.6624743886002429,-0.00011317868936145212,0.031054199519670027
2016-03-04,0.9872164793657252,0.3,0.5,0.7480251160715812,0.0018890692113984985,0.02922379384046887
2016-03-11,0.9855639036054181,0.3,0.5,0.8891356911155248,-0.00167397505496347,0.030848848993532
2016-03-18,0.9882237530606772,0.3,0.5,0.8485960611658888,0.002698809732711099,0.028233294434727527
2016-03-25,0.9926608728210785,0.3,0.5,0.8224584451975153,0.004489995050876675,0.02387006673613265
2016-04-01,0.9879185360775734,0.3,0.5,0.7865653533558404,-0.004777398680002001,0.028533428590817943
2016-04-08,0.9855212403777075,0.3,0.5,0.7243841644755792,-0.0024266127340661432,0.030890801743719123
2016-04-15,0.9836862317317288,0.3,0.5,0.6794240501346697,-0.0018619676276844456,0.03269525169856358
2016-04-22,0.9814586845809488,0.3,0.5,0.8788476917657082,-0.0022644895078571116,0.03488570315199254
2016-04-29,0.9747139079063116,0.3,0.5,0.869484010315385,-0.006872196232607509,0.04151815798682708
2016-05-06,0.9802033167906993,0.3,0.5,0.90709948064115,0.00563181548951008,0.036120165102563155
2016-05-13,0.9855127794152652,0.3,0.5,0.8251937925730328,0.00541669522395578,0.030899121804406834
2016-05-20,0.982108371114553,0.3,0.5,0.8641858696804919,-0.0034544537339558155,0.03424683595166943
2016-05-27,0.9830933572994253,0.3,0.5,0.7938212469711722,0.0010029302405338393,0.03327825289855403
2016-06-03,0.9828239166437366,0.3,0.5,0.693749963911252,-0.0002740743325017193,0.03354320651610572
2016-06-10,0.9853230968830841,0.3,0.5,0.660743689067587,0.002542856555507869,0.031085645523180053
2016-06-17,0.9823485118439667,0.3,0.5,0.6792989064433649,-0.0030188930397826077,0.0340106943240556
2016-06-24,0.9761545623460357,0.3,0.5,0.7078210312080587,-0.006305246481520436,0.040101494994855165
2016-07-01,0.978226038202631,0.3,0.5,0.861424415660382,0.002122077728773614,0.038064515755500655
2016-07-08,0.9825744588414449,0.3,0.5,0.8585565614843816,0.004445210482030934,0.03378851005789952
2016-07-15,0.987981243530443,0.3,0.5,0.8872926127557749,0.005502671721564167,0.028471765415144644
2016-07-22,0.9899229459394081,0.3,0.5,0.8361544551583037,0.0019653231492802966,0.026562398485535647
